20      Z
0.20    6.54E-21
0.40    2.08E-16
0.60    7.05E-15
0.80    4.21E-14
1.00    1.25E-13
1.20    2.60E-13
1.40    4.41E-13
1.60    6.59E-13
1.80    9.01E-13
2.00    1.16E-12
2.20    1.43E-12
2.40    1.70E-12
2.60    1.97E-12
2.80    2.24E-12
3.00    2.50E-12
3.20    2.76E-12
3.40    3.00E-12
3.60    3.24E-12
3.80    3.48E-12
4.00    3.70E-12
