94 ! Wave(MZ) Es(cm-1) Ar  Aa  F2  W Dielectronic Satellites (AUTOSTRUCTURE) Diel Sat n=4 AUTOSTRUCTURE, >10(-5)
3.949737	23600720	7.87E-01	1.55E-02	4.62E-03	4	1s2p4d(2P3/2)-1s(2)4d(2D3/2)
3.949914	23600720	9.58E+00	1.55E-02	5.62E-02	4	1s2p4d(2P3/2)-1s(2)4d(2D5/2)
3.950081	23598500	1.05E+01	1.34E-02	2.62E-02	2	1s2p4d(2P1/2)-1s(2)4d(2D3/2)
3.950578	23580780	2.35E+00	3.94E-01	1.72E-01	2	1s2p4p(2S1/2)-1s(2)4p(2P1/2)
3.951118	23580780	7.84E+00	3.94E-01	5.74E-01	2	1s2p4p(2S1/2)-1s(2)4p(2P3/2)
3.951398	23590030	6.81E+00	5.66E-01	2.13E+00	6	1s2p4d(2F5/2)-1s(2)4d(2D3/2)
3.951575	23590030	3.35E+00	5.66E-01	1.05E+00	6	1s2p4d(2F5/2)-1s(2)4d(2D5/2)
3.951909	23586750	3.42E+00	6.41E-02	1.22E-01	6	1s2p4d(2D5/2)-1s(2)4d(2D3/2)
3.951963	23587540	1.04E+01	5.97E-01	4.48E+00	8	1s2p4d(2F7/2)-1s(2)4d(2D5/2)
3.952086	23586750	7.15E+00	6.41E-02	2.54E-01	6	1s2p4d(2D5/2)-1s(2)4d(2D5/2)
3.952259	23540760	1.03E+01	4.59E-02	1.81E-01	4	1s2p4s(2P3/2)-1s(2)4s(2S1/2)
3.952313	23540410	1.02E+01	1.31E-01	2.57E-01	2	1s2p4s(2P1/2)-1s(2)4s(2S1/2)
3.952474	23568590	8.51E-02	1.87E-01	5.76E-03	4	1s2p4p(2P3/2)-1s(2)4p(2P1/2)
3.953015	23568590	1.04E+01	1.87E-01	7.04E-01	4	1s2p4p(2P3/2)-1s(2)4p(2P3/2)
3.953051	23564890	1.02E+01	9.73E-01	3.45E+00	4	1s2p4p(2D3/2)-1s(2)4p(2P1/2)
3.953314	23566670	1.03E+01	8.43E-01	4.55E+00	6	1s2p4p(2D5/2)-1s(2)4p(2P3/2)
3.953591	23564890	6.51E-02	9.73E-01	2.20E-02	4	1s2p4p(2D3/2)-1s(2)4p(2P3/2)
3.958963	23497770	7.78E-02	3.89E-03	2.05E-03	2	1s2p4d(2P1/2)-1s(2)4s(2S1/2)
3.959136	23540410	7.19E-02	1.31E-01	1.81E-03	2	1s2p4s(2P1/2)-1s(2)4d(2D3/2)
3.95926		23540760	5.47E-02	4.59E-02	9.64E-04	4	1s2p4s(2P3/2)-1s(2)4d(2D5/2)
3.965586	23484670	7.55E-03	3.32E-01	3.65E-03	2	1s2p4p(2S1/2)-1s(2)4p(2P1/2)
3.965738	23454480	1.55E-02	4.41E-02	1.00E-02	4	1s2p4d(2D3/2)-1s(2)4s(2S1/2)
3.965809	23497770	3.09E-02	3.89E-03	8.14E-04	2	1s2p4d(2P1/2)-1s(2)4d(2D3/2)
3.96613		23484670	2.12E-01	3.32E-01	1.03E-01	2	1s2p4p(2S1/2)-1s(2)4p(2P3/2)
3.966457	23449890	2.54E-02	1.51E+00	9.17E-02	4	1s2p4s(2P3/2)-1s(2)4s(2S1/2)
3.966831	23492390	9.05E-02	4.28E-02	9.71E-02	8	1s2p4d(2F7/2)-1s(2)4d(2D5/2)
3.967065	23489760	1.48E-02	1.00E-03	1.63E-04	4	1s2p4d(2P3/2)-1s(2)4d(2D3/2)
3.967244	23489760	1.22E-01	1.00E-03	1.35E-03	4	1s2p4d(2P3/2)-1s(2)4d(2D5/2)
3.968064	23472330	3.23E-02	1.49E+00	1.26E-01	6	1s2p4p(2D5/2)-1s(2)4p(2P3/2)
3.968149	23482850	3.96E-02	5.02E-03	6.31E-03	6	1s2p4d(4P5/2)-1s(2)4d(2D3/2)
3.968243	23438510	3.06E-01	1.16E+00	3.99E-01	2	1s2s4p(2P1/2)-1s(2)4s(2S1/2)
3.968327	23482850	1.88E-02	5.02E-03	3.00E-03	6	1s2p4d(4P5/2)-1s(2)4d(2D5/2)
3.968695	23480510	1.74E-02	1.81E-03	1.54E-03	6	1s2s4f(2F5/2)-1s(2)4d(2D5/2)
3.968858	23463800	1.50E-01	9.41E-02	1.10E-01	4	1s2s4d(2D3/2)-1s(2)4p(2P1/2)
3.969006	23478530	4.73E-02	2.64E-03	1.50E-02	8	1s2s4f(2F7/2)-1s(2)4d(2D5/2)
3.969116	23432950	1.40E-01	3.82E-03	4.44E-03	4	1s2s4p(2P3/2)-1s(2)4s(2S1/2)
3.969253	23475820	6.87E-02	9.09E-03	1.84E-02	6	1s2p4d(4D5/2)-1s(2)4d(2D3/2)
3.969304	23464440	1.27E-01	1.11E-02	3.21E-02	6	1s2s4d(2D5/2)-1s(2)4p(2P3/2)
3.969403	23463800	5.57E-02	9.41E-02	4.09E-02	4	1s2s4d(2D3/2)-1s(2)4p(2P3/2)
3.969431	23475820	4.13E-02	9.09E-03	1.10E-02	6	1s2p4d(4D5/2)-1s(2)4d(2D5/2)
3.969495	23459750	5.46E-04	4.92E-01	9.56E-04	4	1s2p4p(2P3/2)-1s(2)4p(2P1/2)
3.97004		23459750	9.79E-02	4.92E-01	1.72E-01	4	1s2p4p(2P3/2)-1s(2)4p(2P3/2)
3.970144	23472330	8.45E-05	1.49E+00	3.30E-04	6	1s2p4p(2D5/2)-1s(2)4f(2F7/2)
3.970182	23455380	2.88E-04	1.57E-01	5.19E-04	4	1s2p4p(4P3/2)-1s(2)4p(2P1/2)
3.970727	23455380	2.68E-02	1.57E-01	4.83E-02	4	1s2p4p(4P3/2)-1s(2)4p(2P3/2)
3.970731	23455350	1.13E-02	6.78E-02	3.34E-02	6	1s2p4p(4P5/2)-1s(2)4p(2P3/2)
3.971294	23462830	9.36E-02	6.46E-03	9.33E-03	6	1s2p4d(2F5/2)-1s(2)4d(2D3/2)
3.971406	23418370	3.39E-02	3.34E-01	4.39E-02	2	1s2p4s(2P1/2)-1s(2)4s(2S1/2)
3.971473	23462830	1.44E-01	6.46E-03	1.43E-02	6	1s2p4d(2F5/2)-1s(2)4d(2D5/2)
3.971776	23459760	6.89E-02	8.16E-03	9.07E-03	4	1s2p4d(4D3/2)-1s(2)4d(2D3/2)
3.971835	23459390	7.70E-02	3.24E-03	1.70E-03	2	1s2p4d(4D1/2)-1s(2)4d(2D3/2)
3.971933	23444230	7.72E-02	5.09E-01	1.25E-01	4	1s2p4p(2D3/2)-1s(2)4p(2P1/2)
3.972479	23444230	4.97E-02	5.09E-01	8.07E-02	4	1s2p4p(2D3/2)-1s(2)4p(2P3/2)
3.972608	23454480	4.82E-03	4.41E-02	3.12E-03	4	1s2p4d(2D3/2)-1s(2)4d(2D3/2)
3.972787	23454480	7.54E-02	4.41E-02	4.87E-02	4	1s2p4d(2D3/2)-1s(2)4d(2D5/2)
3.97289		23438150	6.03E-03	2.18E-02	5.40E-04	2	1s2p4p(2P1/2)-1s(2)4p(2P1/2)
