90 ! N=5, AUTOSTRUCTURE >10(-5) Sascha Marchuk
3.950075	24231720	7.97E-01	1.45E-02	4.34E-03	4	1s2p5d(2P3/2)-1s(2)5d(2D3/2)
3.950166	24231720	9.72E+00	1.45E-02	5.29E-02	4	1s2p5d(2P3/2)-1s(2)5d(2D5/2)
3.950241	24230650	1.06E+01	1.31E-02	2.59E-02	2	1s2p5d(2P1/2)-1s(2)5d(2D3/2)
3.95055		24221270	2.41E+00	2.28E-01	1.02E-01	2	1s2p5p(2S1/2)-1s(2)5p(2P1/2)
3.950828	24221270	8.07E+00	2.28E-01	3.41E-01	2	1s2p5p(2S1/2)-1s(2)5p(2P3/2)
3.950846	24226770	6.12E+00	2.71E-01	9.27E-01	6	1s2p5d(2F5/2)-1s(2)5d(2D3/2)
3.950936	24226770	4.30E+00	2.71E-01	6.52E-01	6	1s2p5d(2F5/2)-1s(2)5d(2D5/2)
3.951032	24225570	4.32E+00	5.14E-02	1.24E-01	6	1s2p5d(2D5/2)-1s(2)5d(2D3/2)
3.951111	24225640	1.05E+01	2.99E-01	2.32E+00	8	1s2p5d(2F7/2)-1s(2)5d(2D5/2)
3.951123	24225570	6.26E+00	5.14E-02	1.80E-01	6	1s2p5d(2D5/2)-1s(2)5d(2D5/2)
3.95126		24201940	1.05E+01	1.27E-02	5.03E-02	4	1s2p5s(2P3/2)-1s(2)5s(2S1/2)
3.951314	24201600	1.05E+01	4.25E-02	8.44E-02	2	1s2p5s(2P1/2)-1s(2)5s(2S1/2)
3.951358	24216080	1.28E-01	7.42E-02	3.51E-03	4	1s2p5p(2P3/2)-1s(2)5p(2P1/2)
3.951636	24216080	1.05E+01	7.42E-02	2.86E-01	4	1s2p5p(2P3/2)-1s(2)5p(2P3/2)
3.951649	24214210	1.03E+01	4.50E-01	1.69E+00	4	1s2p5p(2D3/2)-1s(2)5p(2P1/2)
