199   !   Number of points in file
0.05  1.50799e-076   7.77087e-040   3.65598e-032   3.24186e-025
0.1   1.23027e-033   3.34337e-015   7.06604e-012   5.60832e-009
0.15  9.95931e-020   1.92921e-007   1.1627e-005    0.000341544  
0.2   3.52695e-013   0.000542755   0.00506502      0.0261001 
0.25  1.72566e-009   0.0310869   0.0898632         0.151082  
0.3   2.3148e-007   0.208252   0.267092            0.202672  
0.35  4.08964e-006   0.448927   0.316545           0.131932  
0.4   2.82995e-005   0.62002   0.275669           0.0715411  
0.45  0.000119176   0.724043   0.224258           0.0396269 
0.5   0.000368415   0.788046   0.183019           0.0235145 
0.55  0.000918137   0.829442   0.1523             0.0149309   
0.6   0.00195123   0.857249   0.12949             0.0100454   
0.65  0.00367805   0.876052   0.112448            0.00710066 
0.7   0.00632086   0.888434   0.0995663           0.00523363
0.75  0.0100964   0.896   0.0896041     0.00399382 
0.8   0.0151958   0.899824   0.0815978    0.003134 
0.85  0.0217725   0.900534   0.0749176   0.00251491
0.9   0.0299335   0.898499   0.0691624   0.00205476
0.95  0.0397331   0.893913   0.0641119   0.00170373
1     0.0511724  0.886906   0.0596309   0.00143011 
1.05  0.0642032  0.877607   0.0556142   0.00121275 
1.1   0.078733   0.866147   0.0519819   0.00103724 
1.15  0.0946296  0.852675   0.0486639   0.000893469
1.2   0.111729   0.837356   0.045597   0.000774168 
1.25  0.129843   0.820358   0.0427335   0.000674035
1.3   0.148765   0.801848   0.0400405   0.000589198
1.35  0.168281   0.781995   0.0374933   0.000516704
1.4   0.18817    0.760966   0.0350756   0.00045433 
1.45  0.208211   0.738926   0.0327817   0.000400399
1.5   0.228187   0.716042   0.0306103   0.000353596
1.55  0.24789    0.692478   0.0285591   0.000312848
1.6   0.267132   0.668399   0.0266252   0.000277269
1.65  0.285742   0.64396   0.0248051   0.00024612  
1.7   0.303568   0.619315   0.0230951   0.000218788
1.75  0.32048   0.594608   0.0214911   0.000194753
1.8   0.336364   0.569983   0.019988   0.000173578 
1.85  0.351115   0.545586   0.0185812   0.000154892
1.9   0.364659   0.521546   0.017266   0.00013838  
1.95  0.376944   0.497976   0.016038   0.000123768 
2     0.387942   0.474972   0.0148927   0.000110823
2.05  0.397646   0.452613   0.013826   9.93442e-005
2.1   0.406066   0.430965   0.0128336   8.9155e-005
2.15  0.413227   0.410082   0.0119114   8.01024e-005  
2.2   0.419174   0.389993   0.0110553   7.20522e-005   
2.25  0.423963   0.37072   0.0102612   6.48848e-005  
2.3   0.427667   0.352265   0.00952517   5.84956e-005  
2.35  0.430358   0.334629   0.00884329   5.27933e-005   
2.4   0.432117   0.317796   0.00821173   4.76968e-005   
2.45  0.433017   0.301761   0.00762716   4.3138e-005  
2.5   0.433136   0.286502   0.00708621   3.90551e-005
2.55  0.43255   0.272   0.00658573   3.53949e-005   
2.6   0.43133   0.258232   0.00612276   3.21099e-005  
