199   !   Number of points in file
2.65  0.429546   0.24517   0.00569459   2.91587e-005  
2.7   0.427264   0.232791   0.00529855   2.65048e-005 
2.75  0.424542   0.221066   0.00493226   2.41161e-005 
2.8   0.421433   0.209969   0.00459355   2.19644e-005 
2.85  0.417984   0.199473   0.00428029   2.00244e-005 
2.9   0.414231   0.189553   0.00399065   1.82742e-005 
2.95  0.410213   0.18018   0.00372274   1.66942e-005  
3     0.405964   0.171328   0.00347497   1.52663e-005 
3.05  0.401514   0.162971   0.00324576   1.39751e-005 
3.1   0.396894   0.155082   0.00303362   1.28061e-005 
3.15  0.392126   0.147635   0.00283723   1.17471e-005 
3.2   0.387235   0.140605   0.00265534   1.07866e-005 
3.25  0.382243   0.13397   0.00248684   9.91496e-006  
3.3   0.377166   0.127704   0.00233061   9.12289e-006 
3.35  0.37202    0.121787   0.00218571   8.40245e-006 
3.4   0.366824   0.116199   0.00205123   7.74659e-006 
3.45  0.361589   0.110918   0.00192634   7.14884e-006 
3.5   0.356329   0.105928   0.00181032   6.60367e-006 
3.55  0.351063   0.10121   0.00170244   6.10598e-006  
3.6   0.345803   0.096749   0.0016021   5.65126e-006  
3.65  0.340563   0.0925294   0.00150871   5.23546e-006
3.7   0.335356   0.0885361   0.00142172   4.85493e-006
3.75  0.33019    0.0847571   0.00134068   4.50641e-006
3.8   0.325076   0.0811777   0.00126509   4.18684e-006
3.85  0.320021   0.0777885   0.00119459   3.89368e-006
3.9   0.315032   0.0745765   0.00112877   3.62445e-006
3.95  0.310115   0.0715321   0.00106728   3.37699e-006
4     0.305275   0.0686452   0.00100981   3.14938e-006
4.05  0.300516   0.0659061   0.000956053   2.93978e-006
4.1   0.29584    0.0633071   0.000905753   2.74668e-006 
4.15  0.291253   0.0608399   0.000858656   2.56858e-006  
4.2   0.286755   0.0584964   0.000814523   2.40419e-006 
4.25  0.282348   0.0562698   0.000773145   2.25232e-006
4.3   0.278034   0.0541535   0.000734334   2.11192e-006
4.35  0.273812   0.0521409   0.0006979   1.982e-006   
4.4   0.269684   0.0502263   0.000663681   1.86167e-006 
4.45  0.265647   0.0484041   0.000631519   1.75008e-006  
4.5   0.261699   0.046669   0.00060127   1.64651e-006   
4.55  0.257839   0.0450156   0.000572798   1.55028e-006  
4.6   0.254064   0.0434397   0.000545987   1.46078e-006  
4.65  0.250373   0.0419368   0.000520718   1.37745e-006 
4.7   0.246763   0.0405028   0.000496891   1.29979e-006  
4.75  0.243233   0.0391339   0.000474406   1.22736e-006 
4.8   0.239781   0.0378265   0.000453176   1.15975e-006 
4.85  0.236404   0.0365772   0.00043312   1.09657e-006  
4.9   0.233101   0.035383   0.000414159   1.03749e-006  
4.95  0.22987    0.0342409   0.000396225   9.82192e-007 
5     0.226709   0.033148   0.000379249   9.3039e-007   
5.05  0.223616   0.0321018   0.000363174   8.81832e-007 
5.1   0.220588   0.0310998   0.000347941   8.36278e-007  
5.15  0.217625   0.0301397   0.000333499   7.93504e-007 
5.2   0.214724   0.0292193   0.000319798   7.53311e-007 
5.25  0.211884   0.0283367   0.000306794   7.15524e-007  
5.3   0.209103   0.0274898   0.000294444   6.7997e-007  
5.35  0.20638    0.026677   0.000282711   6.46492e-007  
5.4   0.203712   0.0258966   0.000271557   6.14952e-007 
5.45  0.201098   0.0251468   0.000260947   5.85219e-007 
5.5   0.198537   0.0244263   0.000250851   5.57167e-007 
5.55  0.196027   0.0237336   0.000241239   5.30702e-007 
5.6   0.193568   0.0230674   0.000232085   5.05711e-007 
5.65  0.191158   0.0224265   0.000223364   4.82118e-007  
5.7   0.188796   0.0218098   0.000215051   4.59828e-007 
5.75  0.186481   0.0212161   0.000207125   4.38765e-007  
5.8   0.184212   0.0206444   0.000199564   4.18848e-007 
5.85  0.181988   0.0200937   0.000192349   4.00013e-007  
5.9   0.1798070  0.019563   0.00018546   3.82194e-007   
5.95  0.1776700  0.0190515   0.000178882   3.65328e-007 
6     0.1755740  0.0185583   0.000172598   3.49357e-007 
6.05  0.1735200  0.0180826   0.000166592   3.34233e-007 
6.1   0.1715050  0.0176236   0.000160849   3.19899e-007 
6.15  0.1695290  0.0171807   0.000155357   3.06314e-007 
6.2   0.1675910  0.0167531   0.000150102   2.93429e-007 
6.25  0.1656900  0.0163402   0.000145073   2.81208e-007 
6.3   0.1638260  0.0159414   0.000140258   2.6961e-007  
6.35  0.1619970  0.015556   0.000135646   2.58599e-007  
6.4   0.1602020  0.0151835   0.000131227   2.48141e-007 
6.45  0.1584420  0.0148235   0.000126992   2.38208e-007  
6.5   0.1567140  0.0144752   0.000122931   2.28765e-007 
6.55  0.1550190  0.0141384   0.000119036   2.19788e-007 
6.6   0.1533550  0.0138125   0.0001153   2.11249e-007   
6.65  0.1517220  0.0134971   0.000111714   2.03125e-007  
6.7   0.1501180  0.0131918   0.000108271   1.95391e-007  
6.75  0.1485450  0.0128961   0.000104965   1.88028e-007 
6.8   0.1469990  0.0126097   0.000101789   1.81016e-007 
6.85  0.1454820  0.0123323   9.87372e-005   1.74333e-007
6.9   0.1439920  0.0120633   9.5803e-005   1.67961e-007  
6.95  0.1425280  0.0118027   9.2982e-005   1.61886e-007 
7     0.1410910  0.01155   9.02682e-005   1.56088e-007  
7.05  0.1396790  0.0113049   8.76564e-005   1.50552e-007
7.1   0.1382920  0.0110672   8.51429e-005   1.45267e-007
7.15  0.1369300  0.0108365   8.27222e-005   1.40214e-007  
7.2   0.1355910  0.0106126   8.03904e-005   1.35384e-007
7.25  0.1342750  0.0103952   7.81435e-005   1.30762e-007 
7.3   0.1329820  0.0101841   7.59779e-005   1.26341e-007
7.35  0.1317110  0.00997908   7.38895e-005   1.22107e-007
7.4   0.1304620  0.00977991   7.18755e-005   1.18052e-007
7.45  0.1292330  0.00958637   6.99322e-005   1.14166e-007
7.5   0.1280260  0.00939828   6.8057e-005   1.10441e-007 
7.55  0.1268390  0.0092154   6.62465e-005   1.06869e-007 
7.6   0.1256710  0.00903757   6.44981e-005   1.0344e-007 
7.65  0.1245230  0.00886463   6.28094e-005   1.0015e-007 
7.7   0.1233940  0.00869636   6.11775e-005   9.6991e-008 
7.75  0.1222830  0.00853264   5.96004e-005   9.39563e-008
7.8   0.1211910  0.00837331   5.80757e-005   9.104e-008  
7.85  0.1201160  0.00821823   5.66014e-005   8.82364e-008
7.9   0.1190580  0.00806723   5.51752e-005   8.55412e-008
7.95  0.1180180  0.00792019   5.37954e-005   8.29481e-008
8     0.1169940  0.00777695   5.24599e-005   8.04524e-008
8.05  0.1159860  0.00763742   5.11671e-005   7.80495e-008
8.1   0.1149940  0.00750148   4.99156e-005   7.57362e-008
8.15  0.1140170  0.00736896   4.87032e-005   7.35084e-008
8.2   0.1130560  0.00723981   4.75287e-005   7.13604e-008
8.25  0.1121090  0.00711385   4.63905e-005   6.92907e-008
8.3   0.1111780  0.00699107   4.52876e-005   6.72945e-008
8.35  0.1102600  0.00687132   4.42184e-005   6.53698e-008
8.4   0.1093570  0.00675449   4.31814e-005   6.35125e-008
8.45  0.1084670  0.0066405   4.21758e-005   6.17203e-008 
8.5   0.1075900  0.00652928   4.12002e-005   5.99903e-008
8.55  0.1067270  0.0064207   4.02534e-005   5.83191e-008 
8.6   0.1058760  0.00631473   3.93347e-005   5.67051e-008
8.65  0.1050380  0.00621125   3.84427e-005   5.51459e-008
8.7   0.1042130  0.00611022   3.75768e-005   5.3639e-008 
8.75  0.1033990  0.00601154   3.67359e-005   5.21827e-008
8.8   0.1025970  0.00591515   3.59191e-005   5.07743e-008
8.85  0.1018070  0.00582098   3.51258e-005   4.94136e-008
8.9   0.1010280  0.00572897   3.43549e-005   4.8097e-008 
8.95  0.1002610  0.00563907   3.36061e-005   4.6824e-008 
9     0.0995042  0.0055512   3.28782e-005   4.55923e-008 
9.05  0.0987582  0.0054653   3.21707e-005   4.44008e-008 
9.1   0.0980225  0.00538131   3.1483e-005   4.32479e-008 
9.15  0.0972970  0.0052992   3.08142e-005   4.21318e-008 
9.2   0.0965819  0.00521891   3.01639e-005   4.10516e-008
9.25  0.0958765  0.00514038   2.95316e-005   4.00058e-008
9.3   0.0951806  0.00506355   2.89163e-005   3.89931e-008
9.35  0.0944943  0.00498839   2.83177e-005   3.80125e-008
9.4   0.0938174  0.00491486   2.77354e-005   3.70626e-008
9.45  0.0931495  0.0048429   2.71686e-005   3.61423e-008 
9.5   0.0924905  0.00477247   2.66171e-005   3.52507e-008
9.55  0.0918403  0.00470354   2.60801e-005   3.43866e-008
9.6   0.0911988  0.00463605   2.55574e-005   3.35493e-008
9.65  0.0905656  0.00456998   2.50484e-005   3.27374e-008
9.7   0.0899407  0.00450527   2.45526e-005   3.19501e-008
9.75  0.0893239  0.00444191   2.40698e-005   3.11871e-008
9.8   0.0887152  0.00437985   2.35995e-005   3.0447e-008 
9.85  0.0881142  0.00431908   2.31413e-005   2.97289e-008
9.9   0.0875208  0.00425951   2.26948e-005   2.90324e-008
9.95  0.0869353  0.00420117   2.22597e-005   2.83567e-008
