pulse,time_s
12800,0.04034334793686867
12800,0.040886979550123215
12800,0.04143061488866806
12800,0.041974250227212906
12800,0.04251788184046745
12800,0.0430615171790123
12800,0.04414878413081169
12800,0.04469241946935654
12800,0.045236051082611084
12800,0.04577968642115593
12800,0.04632331803441048
12800,0.04686695337295532
12800,0.04741058498620987
12800,0.047954220324754715
12800,0.04849785566329956
12800,0.04904148727655411
12800,0.04958512261509895
12800,0.0501287542283535
12800,0.050672389566898346
12800,0.05121602118015289
12800,0.05175965651869774
12800,0.052303291857242584
12800,0.05284692347049713
12800,0.05339055880904198
12800,0.053934190422296524
12800,0.05447782576084137
12800,0.05502145737409592
12800,0.05556509271264076
12800,0.05610872805118561
12800,0.056652359664440155
12800,0.057195995002985
12800,0.05773962661623955
12800,0.05828326195478439
12800,0.05882689729332924
12800,0.059370528906583786
12800,0.05991416424512863
12800,0.06045779585838318
12800,0.061001431196928024
12800,0.06154506281018257
12800,0.06208869814872742
12800,0.06263232976198196
12800,0.06317596882581711
12800,0.06371960043907166
12800,0.0642632320523262
12800,0.06480686366558075
12800,0.0653505027294159
12800,0.06589413434267044
12800,0.06643776595592499
12800,0.06698140501976013
12800,0.06752503663301468
12800,0.06806866824626923
12800,0.06861229985952377
12800,0.06915593892335892
12800,0.06969957053661346
12800,0.07024320214986801
12800,0.07078684121370316
12800,0.0713304728269577
12800,0.07187410444021225
12800,0.0724177360534668
12800,0.07296137511730194
12800,0.07350500673055649
12800,0.07404863834381104
12800,0.07459227740764618
12800,0.07513590902090073
12800,0.07567954063415527
12800,0.07622317224740982
12800,0.07676681131124496
12800,0.07731044292449951
12800,0.07785407453775406
12800,0.0783977136015892
12800,0.07894134521484375
12800,0.0794849768280983
12800,0.08002861589193344
12800,0.08057224750518799
12800,0.08111587911844254
12800,0.08165951073169708
12800,0.08220314979553223
12800,0.08274678140878677
12800,0.08329041302204132
12800,0.08383405208587646
12800,0.08437768369913101
12800,0.08492131531238556
12800,0.0854649469256401
12800,0.08600858598947525
12800,0.0865522176027298
12800,0.08709584921598434
12800,0.08763948827981949
12800,0.08818311989307404
12800,0.08872675150632858
12800,0.08927038311958313
12800,0.08981402218341827
12800,0.09035765379667282
12800,0.09090128540992737
12800,0.09144492447376251
12800,0.09198855608701706
12800,0.0925321877002716
12800,0.09307581931352615
12800,0.0936194583773613
12800,0.09416308999061584
12800,0.09470672160387039
12800,0.09525036066770554
12800,0.09579399228096008
12800,0.09633762389421463
12800,0.09688125550746918
12800,0.09742489457130432
12800,0.09796852618455887
12800,0.09851215779781342
12800,0.09905579686164856
12800,0.0995994284749031
12800,0.10014306008815765
12800,0.1006866917014122
12800,0.10123033076524734
12800,0.10177396237850189
12800,0.10231759399175644
12800,0.10286123305559158
12800,0.10340486466884613
12800,0.10394849628210068
12800,0.10449212789535522
12800,0.10503576695919037
12800,0.10557939857244492
12800,0.10612303018569946
12800,0.1066666692495346
12800,0.10721030086278915
12800,0.1077539324760437
12800,0.10829757153987885
12800,0.10884120315313339
12800,0.10938483476638794
12800,0.10992846637964249
12800,0.11047210544347763
12800,0.11101573705673218
12800,0.11155936866998672
12800,0.11210300773382187
12800,0.11264663934707642
12800,0.11319027096033096
12800,0.11373390257358551
12800,0.11427754163742065
12800,0.1148211732506752
12800,0.11536480486392975
12800,0.11590844392776489
12800,0.11645207554101944
12800,0.11699570715427399
12800,0.11753933876752853
12800,0.11808297783136368
12800,0.11862660944461823
12800,0.11917024105787277
12800,0.11971388012170792
12800,0.12025751173496246
12800,0.12080114334821701
12800,0.12134477496147156
12800,0.1218884140253067
12800,0.12243204563856125
12800,0.1229756772518158
12800,0.12351931631565094
12800,0.12406294792890549
12800,0.12460657954216003
12800,0.12515021860599518
12800,0.12569384276866913
12800,0.12623748183250427
12800,0.12678112089633942
12800,0.12732474505901337
12800,0.1278683841228485
12800,0.12841202318668365
12800,0.1289556473493576
12800,0.12949928641319275
12800,0.1300429254770279
12800,0.13058654963970184
12800,0.131130188703537
12800,0.13167381286621094
12800,0.13221745193004608
12800,0.13276109099388123
12800,0.13330471515655518
12800,0.13384835422039032
12800,0.13439199328422546
12800,0.13493561744689941
12800,0.13547925651073456
12800,0.1360228955745697
12800,0.13656651973724365
12800,0.1371101588010788
12800,0.13765379786491394
12800,0.1381974220275879
12800,0.13874106109142303
12800,0.13928468525409698
12800,0.13982832431793213
12800,0.14037196338176727
12800,0.14091558754444122
12800,0.14145922660827637
12800,0.1420028656721115
12800,0.14254648983478546
12800,0.1430901288986206
12800,0.14363376796245575
12800,0.1441773921251297
12800,0.14472103118896484
12800,0.1452646702528
12800,0.14580829441547394
12800,0.14635193347930908
12800,0.14689557254314423
12800,0.14743919670581818
12800,0.14798283576965332
12800,0.14852645993232727
12800,0.14907009899616241
12800,0.14961373805999756
12800,0.1501573622226715
12800,0.15070100128650665
12800,0.1512446403503418
12800,0.15178826451301575
12800,0.1523319035768509
12800,0.15287554264068604
12800,0.15341916680335999
12800,0.15396280586719513
12800,0.15450644493103027
12800,0.15505006909370422
12800,0.15559370815753937
12800,0.15613733232021332
12800,0.15668097138404846
12800,0.1572246104478836
12800,0.15776823461055756
12800,0.1583118736743927
12800,0.15885551273822784
12800,0.1593991369009018
12800,0.15994277596473694
12801,0.04034334793686867
12801,0.040886979550123215
12801,0.04143061488866806
12801,0.041974250227212906
12801,0.04251788184046745
12801,0.0430615171790123
12801,0.04414878413081169
12801,0.04469241946935654
12801,0.045236051082611084
12801,0.04577968642115593
12801,0.04632331803441048
12801,0.04686695337295532
12801,0.04741058498620987
12801,0.047954220324754715
12801,0.04849785566329956
12801,0.04904148727655411
12801,0.04958512261509895
12801,0.0501287542283535
12801,0.050672389566898346
12801,0.05121602118015289
12801,0.05175965651869774
12801,0.052303291857242584
12801,0.05284692347049713
12801,0.05339055880904198
12801,0.053934190422296524
12801,0.05447782576084137
12801,0.05502145737409592
12801,0.05556509271264076
12801,0.05610872805118561
12801,0.056652359664440155
12801,0.057195995002985
12801,0.05773962661623955
12801,0.05828326195478439
12801,0.05882689729332924
12801,0.059370528906583786
12801,0.05991416424512863
12801,0.06045779585838318
12801,0.061001431196928024
12801,0.06154506281018257
12801,0.06208869814872742
12801,0.06263232976198196
12801,0.06317596882581711
12801,0.06371960043907166
12801,0.0642632320523262
12801,0.06480686366558075
12801,0.0653505027294159
12801,0.06589413434267044
12801,0.06643776595592499
12801,0.06698140501976013
12801,0.06752503663301468
