hidden_scaling,train_generations,repeat_idx,model_path,metric_l2_sample_mean_to_true_norm,metric_forward_rmse_norm,last_epoch_loss,last_recon_loss,last_kl_loss
2,100,6,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n100_r6.pt,0.1655222817253208,0.07453938133609056,0.7929373188660696,0.6871032623144296,0.10583404673693272
2,100,7,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n100_r7.pt,0.14042706929593057,0.0619142255281484,0.6481534454684991,0.5016511770395132,0.14650226226792887
2,100,8,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n100_r8.pt,0.173582570063756,0.08577406175901603,0.7212659670756414,0.5918394682499079,0.12942649596012556
2,100,9,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n100_r9.pt,0.14316774074401786,0.06242354846176077,0.6297752633690834,0.5285586623045114,0.10121660081383127
2,200,0,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n200_r0.pt,0.10209086014104127,0.04390953427743712,0.5288326942920685,0.433870345056057,0.09496234975755215
2,200,1,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n200_r1.pt,0.16439361674467093,0.0553652272112607,0.6060594236850738,0.49571401953697203,0.1103454004228115
2,200,2,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n200_r2.pt,0.17752527867627907,0.0739123637185564,0.7671652489900589,0.6200818353891373,0.14708341378718615
2,200,3,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n200_r3.pt,0.13569719023715324,0.04920635501805196,0.6852064609527588,0.5598075377941132,0.1253989198990166
2,200,4,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n200_r4.pt,0.1623856431294507,0.08116703239307749,0.7340356969833374,0.6133991652727127,0.12063653394579887
2,200,5,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n200_r5.pt,0.18873050895541205,0.11164482252425352,0.5487923339009285,0.4184881490468979,0.130304193822667
2,200,6,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n200_r6.pt,0.14552451049444734,0.07048201454224784,0.8619591748714447,0.7207618135213852,0.14119735836982727
2,200,7,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n200_r7.pt,0.13934664385480258,0.05706065639743392,0.49212412916123865,0.3911517082899809,0.10097242067102342
2,200,8,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n200_r8.pt,0.14864020150993437,0.06615546943361986,0.7060260558128357,0.5216410100460053,0.18438504945486783
2,200,9,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n200_r9.pt,0.17476963672042597,0.07646235594806444,0.8298669147491455,0.6226382148265839,0.20722869783639908
2,500,0,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n500_r0.pt,0.10576911946433956,0.03953671213283596,0.28038665735059315,0.2572824899402876,0.02310416906968587
2,500,1,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n500_r1.pt,0.16199976020474285,0.05688012573813283,0.44780166163330987,0.39071162541707355,0.05709003781648501
2,500,2,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n500_r2.pt,0.1398396020841252,0.05736725898187541,0.3713413281809716,0.33670552772661994,0.03463580189937992
2,500,3,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n500_r3.pt,0.1537870620798118,0.05244491203413213,0.36421072840808877,0.2905520824863324,0.0736586450625004
2,500,4,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n500_r4.pt,0.12334781246710852,0.04726921242464308,0.29080260420838994,0.26118727601946345,0.0296153273740192
2,500,5,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n500_r5.pt,0.11290638973772392,0.041416525064854846,0.2521479885493006,0.23627635132935312,0.015871637564111828
2,500,6,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n500_r6.pt,0.12935120869096986,0.046974337977907656,0.2659596535894606,0.23517487635688175,0.030784777071814807
2,500,7,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n500_r7.pt,0.13459103110535278,0.04394055451282488,0.2864069151026862,0.2484559401988037,0.03795097470246551
2,500,8,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n500_r8.pt,0.11690528505894712,0.038683313459368124,0.28877085926277296,0.23219844976824427,0.05657241293155248
2,500,9,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n500_r9.pt,0.14904900211158628,0.04789854544943182,0.29948503382149194,0.2534951444064814,0.04598989043503054
