pulse,t_idx,t_s,rmse_model_vs_t1d,coverage_t1d_in_model_95,mean_abs_resid_over_t1d_err
13872,12,0.062,69725.53084529538,0.3170731707317073,1.4977362325785666
13872,13,0.06383333333333333,77183.6589315154,0.2926829268292683,1.981411025991768
13872,14,0.06566666666666666,76035.61603271608,0.3170731707317073,1.9169036607423957
13872,15,0.0675,74918.33909655274,0.36585365853658536,1.8663604832017207
13872,16,0.06933333333333333,71484.09925341033,0.36585365853658536,1.7393890073231855
13872,17,0.07116666666666666,80248.36511014233,0.2682926829268293,2.235472353788929
13872,18,0.073,130674.34195653118,0.0975609756097561,4.464350320033722
13872,19,0.07483333333333334,191847.14766798704,0.07317073170731707,6.72460186281185
13872,20,0.07666666666666666,226337.50971255565,0.07317073170731707,7.711380272755155
13872,21,0.07849999999999999,237402.63534293213,0.07317073170731707,7.775478394525378
13872,22,0.08033333333333333,239826.55419485839,0.07317073170731707,7.4282805105263785
13872,23,0.08216666666666667,236180.9039618165,0.0975609756097561,6.965357317902324
13872,24,0.08399999999999999,232422.19201380367,0.0975609756097561,6.787089758429486
13872,25,0.08583333333333333,232058.46285970602,0.0975609756097561,6.917947894733167
13872,26,0.08766666666666667,228607.95569982004,0.0975609756097561,6.942674630419685
13872,27,0.0895,229284.79786120536,0.0975609756097561,7.076355678440834
13872,28,0.09133333333333332,239543.28746553956,0.07317073170731707,7.5280151649537554
13872,29,0.09316666666666666,247834.597636681,0.07317073170731707,7.982188977164056
13872,30,0.095,239290.36151651453,0.07317073170731707,8.078509138701559
13872,31,0.09683333333333333,202901.6761838442,0.0975609756097561,7.348702311995673
13872,32,0.09866666666666665,145693.85042617732,0.12195121951219512,5.524630515396697
13872,33,0.10049999999999999,96797.3170104502,0.14634146341463414,3.5901354270253036
13872,34,0.10233333333333333,71868.40754946909,0.24390243902439024,2.4162599694722853
13872,35,0.10416666666666666,58898.3985065556,0.3170731707317073,1.6897836564139885
13872,36,0.10599999999999998,62593.01829385681,0.4146341463414634,1.770024908789174
13872,37,0.10783333333333334,67044.20784015521,0.36585365853658536,2.0404730681471914
13872,38,0.10966666666666666,67351.50806426376,0.3170731707317073,2.1263984859034197
13872,39,0.11149999999999999,66029.57476886922,0.3170731707317073,2.114175687633901
13872,40,0.11333333333333331,64782.69373691278,0.34146341463414637,2.1996513715031156
13872,41,0.11516666666666667,64003.72890239217,0.36585365853658536,2.326088760401494
13872,42,0.11699999999999999,63659.11509305892,0.43902439024390244,2.4714445707220407
13872,43,0.11883333333333332,63545.61599827123,0.4634146341463415,2.5922135646403026
13872,44,0.12066666666666664,63504.63179730363,0.4878048780487805,2.73630721279254
13872,45,0.1225,62969.50569947923,0.4634146341463415,2.7498290497031084
13872,46,0.12433333333333332,62286.23761187983,0.4634146341463415,2.6858784616088864
13872,47,0.12616666666666665,62008.0515648319,0.4146341463414634,2.628492266462202
13872,48,0.128,66223.6225934554,0.43902439024390244,2.4930003263289957
13872,49,0.12983333333333333,70709.50943542019,0.4634146341463415,2.372435058731644
13872,50,0.13166666666666665,73415.6567342166,0.43902439024390244,1.901533329003987
13872,51,0.13349999999999998,74079.93297174509,0.3170731707317073,1.3950463247545868
13872,52,0.13533333333333333,75353.18228189577,0.24390243902439024,1.1371677625454664
13872,53,0.13716666666666666,82929.52454854292,0.24390243902439024,0.871728685455194
13872,54,0.13899999999999998,92960.46130848683,0.21951219512195122,0.7138935059028978
13872,55,0.1408333333333333,105493.11262115941,0.1951219512195122,0.650408938563319
13872,56,0.14266666666666666,124013.09375376339,0.1951219512195122,0.7007998033492592
13872,57,0.1445,143375.58057017068,0.21951219512195122,0.7621229998438133
13872,58,0.14633333333333332,244582.56101318693,0.2682926829268293,0.6380878282536621
13872,59,0.14816666666666664,417038.67325877433,0.43902439024390244,0.4829926831221304
13872,60,0.15,595408.7512553923,0.3902439024390244,0.4840383336254944
13681,0,0.04,142494.28011899928,0.0,5.104662310459202
13681,1,0.041833333333333333,116837.81493796594,0.0,5.640972039286713
13681,2,0.043666666666666666,92888.07131160708,0.0,6.608386740900552
13681,3,0.0455,77768.74216622728,0.0,7.509501537559164
13681,4,0.04733333333333333,73014.67095588634,0.04878048780487805,7.044735510082563
13681,5,0.049166666666666664,68762.56958826145,0.07317073170731707,6.60621963050193
13681,6,0.051000000000000004,64207.80052596972,0.12195121951219512,5.845246397820134
13681,7,0.05283333333333333,59825.26707944141,0.14634146341463414,5.090315355749297
13681,8,0.05466666666666667,55221.99256775474,0.17073170731707318,4.380677251842988
13681,9,0.056499999999999995,50490.82957071383,0.1951219512195122,3.696042070181048
13681,10,0.058333333333333334,40724.12107956588,0.36585365853658536,2.5116145663411764
13681,11,0.06016666666666666,38244.50880024447,0.36585365853658536,1.9596570874825514
13681,12,0.062,41499.57029889392,0.3902439024390244,2.375652190311726
13681,13,0.06383333333333333,43842.4603952668,0.3902439024390244,2.6671797104756325
13681,14,0.06566666666666666,47849.376532763956,0.3902439024390244,2.5158778732794636
13681,15,0.0675,51839.70635387669,0.3902439024390244,2.618899860568349
13681,16,0.06933333333333333,59735.863449464756,0.4146341463414634,2.9492618158623833
13681,17,0.07116666666666666,73680.53404059757,0.17073170731707318,3.226572834054684
13681,18,0.073,86640.71835748773,0.17073170731707318,3.301680129852573
13681,19,0.07483333333333334,99270.54189108928,0.1951219512195122,3.3250938369198417
13681,20,0.07666666666666666,114915.49234425304,0.1951219512195122,3.4700720303106607
13681,21,0.07849999999999999,134020.5970966881,0.17073170731707318,3.785508106844282
13681,22,0.08033333333333333,156269.56245692915,0.12195121951219512,4.350905825636066
13681,23,0.08216666666666667,177381.67521312347,0.07317073170731707,4.757225099232829
13681,24,0.08399999999999999,196135.04732717364,0.024390243902439025,4.907524491578457
13681,25,0.08583333333333333,217153.9356482628,0.0,4.9919132735771115
13681,26,0.08766666666666667,234010.6029751076,0.0,4.932050232145464
13681,27,0.0895,239741.7868104207,0.0,4.934220680453375
13681,28,0.09133333333333332,250198.9169172616,0.0,5.072990333282856
13681,29,0.09316666666666666,281472.21466027544,0.0,5.571512132863937
13681,30,0.095,321003.6012375776,0.0,5.913940540854616
13681,31,0.09683333333333333,366269.7324129242,0.0,6.249945789877405
13681,32,0.09866666666666665,426298.77801234066,0.0,6.644632981114843
13681,33,0.10049999999999999,481495.95401898,0.0,6.825104082981798
13681,34,0.10233333333333333,531371.1537596859,0.0,6.873957635296441
13681,35,0.10416666666666666,594506.2223558063,0.0,6.980649457883043
13681,36,0.10599999999999998,661540.8440852667,0.0,7.087697194775125
13681,37,0.10783333333333334,709624.2312785226,0.0,7.173618258469896
13681,38,0.10966666666666666,741014.8539273347,0.0,7.287769152494577
13681,39,0.11149999999999999,771537.4514688201,0.0,7.381900867574787
13681,40,0.11333333333333331,695599.8043699642,0.0,7.654939133830772
13681,41,0.11516666666666667,605520.6907348406,0.0,8.239475768148143
13681,42,0.11699999999999999,508201.57825268287,0.0,8.821274966670067
13681,43,0.11883333333333332,385904.1131345341,0.0,7.2874373739026055
13681,44,0.12066666666666664,264928.23168318847,0.0,5.545726307981232
13681,45,0.1225,178876.83277553908,0.0,4.686198605716923
13681,46,0.12433333333333332,112011.14764938937,0.0,4.181576961421249
13681,47,0.12616666666666665,55559.97779361415,0.17073170731707318,3.025137841708756
13681,48,0.128,46105.042210527296,0.36585365853658536,2.9869120510460396
13681,49,0.12983333333333333,43312.232328238526,0.2926829268292683,3.489135448778543
13681,50,0.13166666666666665,45437.97068085631,0.24390243902439024,4.517175251239606
13681,51,0.13349999999999998,45307.018929161255,0.24390243902439024,4.084415563589615
13681,52,0.13533333333333333,45462.00737495694,0.21951219512195122,3.765972683583808
13681,53,0.13716666666666666,47172.304274356444,0.21951219512195122,3.851712063425537
13681,54,0.13899999999999998,49039.925771314694,0.21951219512195122,3.986843218399335
13681,55,0.1408333333333333,52157.47983021635,0.21951219512195122,4.0413445670565755
13681,56,0.14266666666666666,60394.714752728025,0.1951219512195122,3.864610518132044
13681,57,0.1445,69566.08184038464,0.1951219512195122,3.7167310712635846
13681,58,0.14633333333333332,73951.60385103284,0.21951219512195122,2.6071423759324275
13681,59,0.14816666666666664,75815.77866287975,0.24390243902439024,1.8337317585794428
13681,60,0.15,78598.34584390685,0.24390243902439024,1.4797996249356205
13588,0,0.04,145278.92205504974,0.0,4.481465868088462
13588,1,0.041833333333333333,121925.4226833786,0.0,5.0194099290272725
13588,2,0.043666666666666666,99248.54842439533,0.0,6.2140527277206425
13588,3,0.0455,90832.78727771102,0.0,5.773851599763608
13588,4,0.04733333333333333,91909.31694811664,0.04878048780487805,4.353501937562795
13588,5,0.049166666666666664,95377.90645288063,0.0975609756097561,3.533520047458925
13588,6,0.051000000000000004,107273.75344508393,0.12195121951219512,3.035387477051879
13588,7,0.05283333333333333,120534.32677528974,0.14634146341463414,2.6709017952128056
13588,8,0.05466666666666667,138371.44773810997,0.14634146341463414,3.027764253062033
13588,9,0.056499999999999995,156728.547833271,0.1951219512195122,3.568116788815449
13588,10,0.058333333333333334,165286.9009176614,0.3902439024390244,3.8655756623479904
13588,11,0.06016666666666666,163654.3308784232,0.34146341463414637,4.092173260093398
13588,12,0.062,172364.25251475043,0.1951219512195122,5.1236897257171075
13588,13,0.06383333333333333,192263.64981857175,0.12195121951219512,5.272527670444237
13588,14,0.06566666666666666,209085.46038383234,0.0975609756097561,5.154427079749807
13588,15,0.0675,203627.94362674197,0.12195121951219512,4.945607797057785
13588,16,0.06933333333333333,183650.45691078034,0.1951219512195122,4.667108936055546
13588,17,0.07116666666666666,163664.72529065429,0.14634146341463414,4.4907087634432195
13588,18,0.073,135410.4479500425,0.024390243902439025,4.029942717162435
13588,19,0.07483333333333334,107059.27788424397,0.0,3.362024917776491
13588,20,0.07666666666666666,67326.25327210018,0.4146341463414634,1.8994770886354935
13588,21,0.07849999999999999,47896.94884185095,0.7073170731707317,1.0037486697793794
13588,22,0.08033333333333333,46267.989012847196,0.4878048780487805,1.042748008179169
13588,23,0.08216666666666667,59349.37925927831,0.21951219512195122,1.470603943931102
13588,24,0.08399999999999999,82713.58230838945,0.24390243902439024,2.0474112202151966
13588,25,0.08583333333333333,83217.2396330794,0.2926829268292683,2.5899423440608835
13588,26,0.08766666666666667,84574.30215639116,0.34146341463414637,3.7873418994550323
13588,27,0.0895,85861.60372837776,0.3902439024390244,4.693157506594364
13588,28,0.09133333333333332,85300.51087282867,0.4146341463414634,4.326850110912278
13588,29,0.09316666666666666,84684.05029408225,0.4146341463414634,4.047467260743863
13588,30,0.095,80847.2908750794,0.4146341463414634,3.956846808754175
13588,31,0.09683333333333333,67808.93516230298,0.3902439024390244,3.495613797300574
13588,32,0.09866666666666665,48923.723585124506,0.4146341463414634,2.322955093293507
13588,33,0.10049999999999999,39006.95318077633,0.5853658536585366,1.9645785277261054
13588,34,0.10233333333333333,40162.08294660843,0.3902439024390244,2.110506202789194
13588,35,0.10416666666666666,42189.3518799426,0.43902439024390244,2.35173255392543
13588,36,0.10599999999999998,43947.48947018896,0.4634146341463415,2.4960720411572037
13588,37,0.10783333333333334,45152.97789755681,0.4634146341463415,2.4533282343482177
13588,38,0.10966666666666666,46924.60059190386,0.3902439024390244,2.4591597830379306
13588,39,0.11149999999999999,49045.28769452016,0.2926829268292683,2.4181347550621637
13588,40,0.11333333333333331,50450.835089569315,0.2926829268292683,2.2940145962176675
13588,41,0.11516666666666667,51171.65251691515,0.2926829268292683,2.1774527549601075
13588,42,0.11699999999999999,50535.2732449921,0.3170731707317073,2.122357590322569
13588,43,0.11883333333333332,50014.63438412398,0.3170731707317073,2.07691501694826
13588,44,0.12066666666666664,52919.485870454366,0.3170731707317073,2.5032011761046045
13588,45,0.1225,57650.44885993327,0.2926829268292683,3.4525987543643786
13588,46,0.12433333333333332,65486.65664722719,0.2682926829268293,2.8541279592925815
13588,47,0.12616666666666665,78678.22761025529,0.2926829268292683,1.523282942613705
13588,48,0.128,93494.41106984814,0.3170731707317073,1.0617086441673074
13588,49,0.12983333333333333,115954.68025934447,0.3170731707317073,0.9712499715789858
13588,50,0.13166666666666665,138906.22229597362,0.2926829268292683,0.9173369809955496
13588,51,0.13349999999999998,149256.6884178573,0.3902439024390244,0.7238707660921389
13588,52,0.13533333333333333,151696.8813519175,0.3902439024390244,0.536853833287831
13588,53,0.13716666666666666,161843.33562242542,0.3902439024390244,0.4644380630182679
13588,54,0.13899999999999998,200885.04567504075,0.3170731707317073,0.5831436415609369
13588,55,0.1408333333333333,240823.91005517327,0.21951219512195122,0.7478989191979857
13588,56,0.14266666666666666,252144.46404562364,0.1951219512195122,0.841387095766272
13588,57,0.1445,256318.30079626583,0.24390243902439024,0.9191903083377947
13588,58,0.14633333333333332,238150.83816195393,0.3170731707317073,0.8020271200736024
13588,59,0.14816666666666664,187665.17512916226,0.4634146341463415,0.5460389042949877
13588,60,0.15,140796.15665164715,0.34146341463414637,0.5348928783598749
13861,0,0.04,206897.5078509398,0.0,3.1060667206970574
13861,1,0.041833333333333333,170966.92895174565,0.0,3.1064645813051266
13861,2,0.043666666666666666,135141.15947479577,0.0,3.1100641723295457
13861,3,0.0455,108558.07268972244,0.0,3.0591616575055984
13861,4,0.04733333333333333,97000.63247433992,0.07317073170731707,2.9271445326011505
13861,5,0.049166666666666664,87178.40486805141,0.14634146341463414,2.814492259063902
13861,6,0.051000000000000004,82951.33080445697,0.14634146341463414,2.499069871257127
13861,7,0.05283333333333333,80073.65110891413,0.17073170731707318,2.1851384055847416
13861,8,0.05466666666666667,75521.98303678016,0.1951219512195122,1.8868357453202271
13861,9,0.056499999999999995,69234.411004508,0.21951219512195122,1.6785768296801682
13861,10,0.058333333333333334,58121.2985007325,0.4146341463414634,1.1968295827424849
13861,11,0.06016666666666666,61785.7641929272,0.3170731707317073,1.3470568342493303
13861,12,0.062,68580.75142533077,0.34146341463414637,1.7596483064022048
13861,13,0.06383333333333333,74464.06043679763,0.34146341463414637,2.3362083159037854
13861,14,0.06566666666666666,73345.97950426371,0.36585365853658536,2.199842464889735
13861,15,0.0675,72226.60879648337,0.3902439024390244,2.0526096109851935
13861,16,0.06933333333333333,70988.6621234408,0.3902439024390244,1.955148109978846
13861,17,0.07116666666666666,83536.17741357723,0.24390243902439024,2.429919148557166
13861,18,0.073,133176.6878863892,0.14634146341463414,4.183874704321663
13861,19,0.07483333333333334,192267.18693141383,0.0975609756097561,6.1608961883520035
13861,20,0.07666666666666666,225099.5874962429,0.0975609756097561,7.1105091719225255
13861,21,0.07849999999999999,236231.9309303126,0.07317073170731707,7.303940067900019
13861,22,0.08033333333333333,238523.78173034862,0.0975609756097561,7.463880154528265
13861,23,0.08216666666666667,232761.0707668505,0.0975609756097561,7.360093237968039
13861,24,0.08399999999999999,228657.09533335452,0.0975609756097561,7.0500340268931625
13861,25,0.08583333333333333,229777.07965648072,0.0975609756097561,6.734771169660954
13861,26,0.08766666666666667,231293.98282788866,0.0975609756097561,6.458170679216664
13861,27,0.0895,232812.80176892414,0.0975609756097561,6.597382378808714
13861,28,0.09133333333333332,235082.8489546221,0.0975609756097561,6.8006602701738075
13861,29,0.09316666666666666,241232.98214016098,0.0975609756097561,7.20641818017504
13861,30,0.095,242899.58096102555,0.0975609756097561,7.783581763451907
13861,31,0.09683333333333333,217917.3508010771,0.12195121951219512,7.651644249581969
13861,32,0.09866666666666665,162017.22185743545,0.12195121951219512,5.982459003109661
13861,33,0.10049999999999999,107510.70346064442,0.14634146341463414,3.886289722384255
13861,34,0.10233333333333333,80014.95078615437,0.2682926829268293,2.664237376911809
13861,35,0.10416666666666666,65321.188652293255,0.24390243902439024,2.1144854298627855
13861,36,0.10599999999999998,63739.984404962,0.4146341463414634,2.0459909731065817
13861,37,0.10783333333333334,69004.5865294461,0.36585365853658536,2.5021167495773597
13861,38,0.10966666666666666,70656.13399573394,0.2926829268292683,2.642723155706522
13861,39,0.11149999999999999,70784.68867025175,0.2926829268292683,2.6517536892235896
13861,40,0.11333333333333331,70096.13213325829,0.2926829268292683,2.5768172912492537
13861,41,0.11516666666666667,69371.0423653972,0.2926829268292683,2.497044709657947
13861,42,0.11699999999999999,68784.68404664684,0.2682926829268293,2.448887478375701
13861,43,0.11883333333333332,68325.51564365703,0.2682926829268293,2.4675039424265988
13861,44,0.12066666666666664,67811.1695355046,0.2682926829268293,2.4834551789597508
13861,45,0.1225,66889.98889366108,0.2926829268292683,2.5187684286617635
13861,46,0.12433333333333332,65806.24321373734,0.2926829268292683,2.571306106233307
13861,47,0.12616666666666665,65094.320987801155,0.3170731707317073,2.623875184168033
13861,48,0.128,73724.06850233539,0.34146341463414637,2.626237069347784
13861,49,0.12983333333333333,83324.84278473079,0.36585365853658536,2.6238360740070514
13861,50,0.13166666666666665,88713.2452828196,0.3170731707317073,2.113239021828696
13861,51,0.13349999999999998,88347.33514718525,0.24390243902439024,1.5067178365942457
13861,52,0.13533333333333333,88473.88983208337,0.21951219512195122,1.2036975201391575
13861,53,0.13716666666666666,95354.45356202872,0.21951219512195122,0.8593699110775553
13861,54,0.13899999999999998,104442.3575829538,0.1951219512195122,0.6700586213759521
13861,55,0.1408333333333333,113773.36275889192,0.1951219512195122,0.5808450713065729
13861,56,0.14266666666666666,121251.52512238431,0.1951219512195122,0.5656697178849144
13861,57,0.1445,129192.49168922861,0.1951219512195122,0.5610662120600439
13861,58,0.14633333333333332,223998.3127520845,0.1951219512195122,0.444562954236227
13861,59,0.14816666666666664,393497.94755286316,0.36585365853658536,0.317833578463383
13861,60,0.15,568453.7112743176,0.3902439024390244,0.2951203522301159
12334,0,0.04,218911.0014999012,0.0,2.0388288479681713
12334,1,0.041833333333333333,200059.38751649193,0.0,2.5426427718317015
12334,2,0.043666666666666666,181409.99264256406,0.0,3.6237196771746927
12334,3,0.0455,163217.00268818546,0.0,7.679825082887508
12334,4,0.04733333333333333,164823.4912814465,0.0,8.262837807488216
12334,5,0.049166666666666664,171146.6949895881,0.0,7.199863290991912
12334,6,0.051000000000000004,177936.91460624244,0.0,6.457395243997494
12334,7,0.05283333333333333,180860.50825735606,0.0,5.709039383165539
12334,8,0.05466666666666667,177838.6712119771,0.0,4.919124257807377
12334,9,0.056499999999999995,178211.07744372074,0.04878048780487805,4.337590324409959
12334,10,0.058333333333333334,169963.05118166155,0.04878048780487805,3.8453310597273944
12334,11,0.06016666666666666,146887.26327253814,0.14634146341463414,3.1495143407786794
12334,12,0.062,142722.9742364801,0.1951219512195122,2.8799725797652806
12334,13,0.06383333333333333,118582.76248963634,0.07317073170731707,2.1676046355906013
12334,14,0.06566666666666666,120950.1477878309,0.12195121951219512,2.0643508635430785
12334,15,0.0675,170197.40595532008,0.12195121951219512,3.04375999227033
12334,16,0.06933333333333333,203164.9124540889,0.14634146341463414,3.673904838776411
12334,17,0.07116666666666666,216863.86816079693,0.1951219512195122,3.8256836006509465
12334,18,0.073,207436.19287085524,0.1951219512195122,3.5654055944316596
12334,19,0.07483333333333334,193904.40554238754,0.17073170731707318,3.2353071563082803
12334,20,0.07666666666666666,209662.69968525792,0.17073170731707318,3.331787934304903
12334,21,0.07849999999999999,205770.3278237442,0.14634146341463414,3.0949608290164177
12334,22,0.08033333333333333,133515.18771950665,0.12195121951219512,1.848246964387713
12334,23,0.08216666666666667,124903.50630474361,0.07317073170731707,1.9369692908672236
12334,24,0.08399999999999999,150583.9695922904,0.1951219512195122,2.45122192207128
12334,25,0.08583333333333333,158930.05431336694,0.1951219512195122,2.6195068596195523
12334,26,0.08766666666666667,159200.03604445787,0.1951219512195122,2.7331880332591467
12334,27,0.0895,162652.14353432224,0.1951219512195122,2.969174790102705
12334,28,0.09133333333333332,171032.94191665415,0.17073170731707318,3.3638724399039512
12334,29,0.09316666666666666,176975.64358609737,0.17073170731707318,3.70364914249071
12334,30,0.095,178208.53136472928,0.14634146341463414,3.8957273799046237
12334,31,0.09683333333333333,177580.5851461695,0.12195121951219512,4.042033309608591
12334,32,0.09866666666666665,178729.70511841602,0.07317073170731707,4.321485333952923
12334,33,0.10049999999999999,179690.647166517,0.07317073170731707,4.749652055202064
12334,34,0.10233333333333333,178007.60516194103,0.0975609756097561,5.141820880528916
12334,35,0.10416666666666666,176513.5373791904,0.12195121951219512,4.972320104564572
12334,36,0.10599999999999998,178770.59989941568,0.14634146341463414,3.644602087882
12334,37,0.10783333333333334,183729.2475468758,0.14634146341463414,2.790449452318112
12334,38,0.10966666666666666,189064.55556096972,0.14634146341463414,2.1905581365492006
12334,39,0.11149999999999999,177972.67944813377,0.17073170731707318,1.746903179302618
12334,40,0.11333333333333331,167331.5586929611,0.17073170731707318,1.4297702214208026
12334,41,0.11516666666666667,157147.0191975359,0.1951219512195122,1.194853516541083
12334,42,0.11699999999999999,188523.99255566119,0.1951219512195122,1.0271935639678837
12334,43,0.11883333333333332,224962.36782547747,0.1951219512195122,0.9086261122699599
12334,44,0.12066666666666664,263050.0725089379,0.1951219512195122,0.8195167480337952
12334,45,0.1225,308846.4630121504,0.1951219512195122,0.7857495908738041
12334,46,0.12433333333333332,357911.85578911594,0.1951219512195122,0.7677748680898842
12334,47,0.12616666666666665,408011.33301162405,0.24390243902439024,0.7544622956447582
12334,48,0.128,416105.8176015792,0.1951219512195122,0.6024879235464562
12334,49,0.12983333333333333,419110.52470106445,0.0975609756097561,0.5006321796744251
12334,50,0.13166666666666665,445499.1430925195,0.04878048780487805,0.4498769980892043
12334,51,0.13349999999999998,530005.4566578371,0.2682926829268293,0.3902609984722353
12334,52,0.13533333333333333,766311.1458641012,0.0975609756097561,0.4224788764463332
12334,53,0.13716666666666666,1063472.7433460117,0.024390243902439025,0.5252311413152012
12334,54,0.13899999999999998,1377195.7619517294,0.0,0.6434689248598315
12334,55,0.1408333333333333,1716559.5873758385,0.0,0.7223174786215387
12334,56,0.14266666666666666,2087000.9618665352,0.0,0.7701306319713471
12334,57,0.1445,2301303.341202129,0.0,0.7059572481074259
12334,58,0.14633333333333332,1615988.557499998,0.0,0.36037054567787297
12334,59,0.14816666666666664,1013714.0427684833,0.0,0.2389261297181667
12334,60,0.15,738153.8613849606,0.0,0.24848176475853836
14459,0,0.04,509862.8163951224,0.0,3.789754166034859
