£
£  KB1 V06 - MkGB-SR simply extended septum chord onto replacement plate
£
*Bolometry/KB1/MkGB-SR/kb1/54550/63446
34 5 lines
'303C  (KB3H03C)'	3.0082	  -1.5326    2.3661    -1.3415    163.4290
'303D  (KB3H03D)'	3.0082	  -1.5376    2.4105    -1.4868    175.1430
'304A  (KB3H04A)'	3.0082	  -1.5223    2.4188    -1.5932    186.8570
'304B  (KB3H04B)'	3.0082	  -1.5274    2.6682    -1.6416    198.5710
'304C  (KB3H04C)'	3.0082	  -1.5324    2.7691    -1.6721    210.2860
'304D  (KB3H04D)'	3.0082	  -1.5374    2.8179    -1.7088    222.0000
'305A  (KB3H05A)'	2.3170    -1.5956    2.5414    -1.6773    340.0000
'305B  (KB3H05B)'	2.3160    -1.5907    2.5721    -1.6206    353.3330
'305C  (KB3H05C)'	2.3149    -1.5858    2.8988    -1.5175      6.6670
'305D  (KB3H05D)'	2.3138    -1.5809    2.9438    -1.3516    20.0000
'306A  (KB3H06A)'	2.278	  -1.4802    2.5278    -1.7022    318.3810
'306B  (KB3H06B)'	2.2805	  -1.4758    2.5525    -1.6567    326.3710
'306C  (KB3H06C)'	2.2831	  -1.4714    2.5863    -1.6170    334.3570
'306D  (KB3H06D)'	2.2856	  -1.4670    2.8918    -1.6599    342.3450
'307A  (KB3H07A)'	2.2787	  -1.4354    2.8878    -1.5648    348.0070
'307B  (KB3H07B)'	2.2783	  -1.4303    2.8870    -1.4410    358.9910
'307C  (KB3H07C)'	2.2779	  -1.4253    3.0833    -1.2832     10.0031
'307D  (KB3H07D)'	2.2775	  -1.4202    3.3955    -0.9911     20.9961


£
£  KB3 V30 - updated for GB 11/08/98 from C. Ingesson
£
*Bolometry/KB3/MkGB/kb3/45156/63445
28 5 lines
'KB301     A '    3.047100   -1.426300    1.811100    0.374000  124.473200
'KB301     B '    3.044000   -1.430400    1.874300   -0.338700  136.974900
'KB301     C '    3.041000   -1.434400    2.015900   -0.830000  149.473800
'KB301     D '    3.037900   -1.438500    2.146500   -1.148200  161.962000
'KB302     A '    3.045100   -1.423700    2.233400   -1.261100  168.675200
