5.000000100204386714e+19,8.313202468646918554e+19,6.001591421433911706e+19,4.933564089216951910e+19,1.155154502771697254e+19,3.600000080943251456e+19
5.000000100204386714e+19,8.156972421651575603e+19,7.241548507276902400e+19,8.048952001292350259e+19,3.176045769556544717e+19,3.600000080943251456e+19
5.000000100204386714e+19,9.633497790498943795e+19,7.783707575426272461e+19,8.784621157688436326e+19,4.112863541379832218e+19,3.600000080943251456e+19
5.000000100204386714e+19,9.293018621795316531e+19,7.771421192692852326e+19,8.646445971230477517e+19,4.184849007454978048e+19,3.600000080943251456e+19
5.000000100204386714e+19,9.316875385290149069e+19,7.554876335844229120e+19,8.266226933861816730e+19,3.811250789304133222e+19,3.600000080943251456e+19
5.000000100204386714e+19,9.228765801095993754e+19,7.343664110390319514e+19,7.698111914617864192e+19,4.063795416064747110e+19,3.600000080943251456e+19
5.000000100204386714e+19,9.700647164630479667e+19,7.692788519120823910e+19,7.908465201588155187e+19,3.776098083150181171e+19,3.600000080943251456e+19
5.000000100204386714e+19,6.329551550743681434e+19,5.955794123309134643e+19,5.820513731064784486e+19,1.883249013612871680e+19,3.600000080943251456e+19
5.000000100204386714e+19,1.085378769195357962e+20,8.242936638757614387e+19,7.416499718856061747e+19,2.202048891649313997e+19,3.600000080943251456e+19
5.000000100204386714e+19,8.561747511910334464e+19,7.196138677049753600e+19,6.550268834317389005e+19,1.783984774003766067e+19,3.600000080943251456e+19
5.000000100204386714e+19,1.012042663036652093e+20,8.064657425383502643e+19,7.754227469662342349e+19,2.364664902178779955e+19,3.600000080943251456e+19
5.000000100204386714e+19,7.994979174508081971e+19,7.108397209348577690e+19,6.515313600451785523e+19,1.626939768989915546e+19,3.600000080943251456e+19
5.000000100204386714e+19,6.707363537256815002e+19,5.185184686405582848e+19,4.429389629370033766e+19,1.012890782325853389e+19,3.600000080943251456e+19
5.000000100204386714e+19,6.959814485626742374e+19,5.521988407639880499e+19,5.343266750786751693e+19,2.070976330404462592e+19,3.600000080943251456e+19
5.000000100204386714e+19,5.060727007015757414e+19,3.644969226909987635e+19,2.661815616166638387e+19,1.018428348944089088e+18,3.600000080943251456e+19
5.000000100204386714e+19,3.490620444309769421e+19,3.391990073154076672e+19,2.759492270936398234e+19,-1.211306671553380352e+18,3.600000080943251456e+19
5.000000100204386714e+19,1.153148004002168832e+20,9.251799250283947622e+19,7.923481011986366464e+19,9.740033650258345984e+18,3.600000080943251456e+19
5.000000100204386714e+19,1.054433322294858220e+20,8.586205048558583808e+19,8.915082170565918720e+19,4.137451700009461350e+19,3.600000080943251456e+19
5.000000100204386714e+19,7.993120560052489421e+19,6.242384907721506816e+19,5.026236206861726515e+19,6.851467070509416448e+18,3.600000080943251456e+19
5.000000100204386714e+19,1.295071909384332247e+20,1.023993210938484326e+20,1.167325194891642798e+20,6.053692439623054131e+19,3.600000080943251456e+19
5.000000100204386714e+19,6.902738397224239104e+19,5.446569826458166886e+19,4.501228200691708723e+19,9.049237982317379584e+18,3.600000080943251456e+19
5.000000100204386714e+19,6.878372779748071834e+19,5.709284495971057664e+19,5.983074326208210534e+19,2.328311749229622067e+19,3.600000080943251456e+19
5.000000100204386714e+19,2.458629385790842470e+19,2.594503294411866112e+19,2.116375825222310298e+19,-7.217054136989122560e+17,3.600000080943251456e+19
5.000000100204386714e+19,5.547808459097269862e+19,3.801617308226211021e+19,2.617717503311426355e+19,5.071233156728750080e+17,3.600000080943251456e+19
5.000000100204386714e+19,6.264288938565409178e+19,5.020999892685606093e+19,5.207017908700656435e+19,2.600093651332130406e+19,3.600000080943251456e+19
5.000000100204386714e+19,5.890414962898318131e+19,4.569337668376618598e+19,4.641824951558681395e+19,2.235806537449943859e+19,3.600000080943251456e+19
