sample_idx,pulse,t_s,timepoint_index,n_timepoints_for_pulse
764,12330,0.09035765379667282,4,8
765,12330,0.10286123305559158,5,8
766,12330,0.11536480486392975,6,8
767,12330,0.13221745193004608,7,8
768,12332,0.04034334793686867,0,8
769,12332,0.05556509271264076,1,8
770,12332,0.0713304728269577,2,8
771,12332,0.08709584921598434,3,8
772,12332,0.10231759399175644,4,8
773,12332,0.11808297783136368,5,8
774,12332,0.13384835422039032,6,8
775,12332,0.14961373805999756,7,8
776,12333,0.04034334793686867,0,8
777,12333,0.05556509271264076,1,8
778,12333,0.07078684121370316,2,8
779,12333,0.08709584921598434,3,8
780,12333,0.10231759399175644,4,8
781,12333,0.11808297783136368,5,8
782,12333,0.13384835422039032,6,8
783,12333,0.14961373805999756,7,8
784,12334,0.04034334793686867,0,8
785,12334,0.05556509271264076,1,8
786,12334,0.0713304728269577,2,8
787,12334,0.08709584921598434,3,8
788,12334,0.10231759399175644,4,8
789,12334,0.11808297783136368,5,8
790,12334,0.13384835422039032,6,8
791,12334,0.14961373805999756,7,8
792,12416,0.041974250227212906,0,8
793,12416,0.059370528906583786,1,8
794,12416,0.07513590902090073,2,8
795,12416,0.08981402218341827,3,8
796,12416,0.10286123305559158,4,8
797,12416,0.11753933876752853,5,8
798,12416,0.13058654963970184,6,8
799,12416,0.14961373805999756,7,8
800,12417,0.040886979550123215,0,8
801,12417,0.05556509271264076,1,8
802,12417,0.07024320214986801,2,8
803,12417,0.0865522176027298,3,8
804,12417,0.10123033076524734,4,8
805,12417,0.11753933876752853,5,8
806,12417,0.13221745193004608,6,8
807,12417,0.14852645993232727,7,8
808,12421,0.04034334793686867,0,8
809,12421,0.05610872805118561,1,8
810,12421,0.07187410444021225,2,8
811,12421,0.08709584921598434,3,8
812,12421,0.10286123305559158,4,8
813,12421,0.11808297783136368,5,8
814,12421,0.13384835422039032,6,8
815,12421,0.14961373805999756,7,8
816,12424,0.04034334793686867,0,8
817,12424,0.05121602118015289,1,8
818,12424,0.06208869814872742,2,8
819,12424,0.07296137511730194,3,8
820,12424,0.08383405208587646,4,8
821,12424,0.09470672160387039,5,8
822,12424,0.10557939857244492,6,8
823,12424,0.11699570715427399,7,8
824,12426,0.04034334793686867,0,8
825,12426,0.05502145737409592,1,8
826,12426,0.06969957053661346,2,8
827,12426,0.08492131531238556,3,8
828,12426,0.0995994284749031,4,8
829,12426,0.1148211732506752,5,8
830,12426,0.12949928641319275,6,8
831,12426,0.14472103118896484,7,8
832,12429,0.04034334793686867,0,8
833,12429,0.05556509271264076,1,8
834,12429,0.07187410444021225,2,8
835,12429,0.08763948827981949,3,8
836,12429,0.10286123305559158,4,8
837,12429,0.11862660944461823,5,8
838,12429,0.13384835422039032,6,8
839,12429,0.14961373805999756,7,8
840,12434,0.04034334793686867,0,8
841,12434,0.05556509271264076,1,8
842,12434,0.0713304728269577,2,8
843,12434,0.08709584921598434,3,8
844,12434,0.10231759399175644,4,8
845,12434,0.11808297783136368,5,8
846,12434,0.13384835422039032,6,8
847,12434,0.14961373805999756,7,8
848,12442,0.04034334793686867,0,8
849,12442,0.05556509271264076,1,8
850,12442,0.07187410444021225,2,8
851,12442,0.08709584921598434,3,8
852,12442,0.10286123305559158,4,8
853,12442,0.11808297783136368,5,8
854,12442,0.13384835422039032,6,8
855,12442,0.14961373805999756,7,8
856,12444,0.04034334793686867,0,8
857,12444,0.05556509271264076,1,8
858,12444,0.0713304728269577,2,8
859,12444,0.08709584921598434,3,8
860,12444,0.10231759399175644,4,8
861,12444,0.11808297783136368,5,8
862,12444,0.13384835422039032,6,8
863,12444,0.14961373805999756,7,8
864,12447,0.04034334793686867,0,8
865,12447,0.05556509271264076,1,8
866,12447,0.07187410444021225,2,8
867,12447,0.08709584921598434,3,8
868,12447,0.10286123305559158,4,8
869,12447,0.11808297783136368,5,8
870,12447,0.13384835422039032,6,8
871,12447,0.14961373805999756,7,8
872,12448,0.04034334793686867,0,8
873,12448,0.05556509271264076,1,8
874,12448,0.0713304728269577,2,8
875,12448,0.08709584921598434,3,8
876,12448,0.10231759399175644,4,8
877,12448,0.11808297783136368,5,8
878,12448,0.13384835422039032,6,8
879,12448,0.14961373805999756,7,8
880,12451,0.04034334793686867,0,8
881,12451,0.05556509271264076,1,8
882,12451,0.07187410444021225,2,8
883,12451,0.08709584921598434,3,8
884,12451,0.10286123305559158,4,8
885,12451,0.11808297783136368,5,8
886,12451,0.13384835422039032,6,8
887,12451,0.14961373805999756,7,8
888,12465,0.04034334793686867,0,8
889,12465,0.05447782576084137,1,8
890,12465,0.06861229985952377,2,8
891,12465,0.08274678140878677,3,8
892,12465,0.09742489457130432,4,8
893,12465,0.11155936866998672,5,8
894,12465,0.12569384276866913,6,8
895,12465,0.1420028656721115,7,8
896,12480,0.04034334793686867,0,8
897,12480,0.05502145737409592,1,8
898,12480,0.06969957053661346,2,8
899,12480,0.08437768369913101,3,8
900,12480,0.09905579686164856,4,8
901,12480,0.11373390257358551,5,8
902,12480,0.12841202318668365,6,8
903,12480,0.14798283576965332,7,8
904,12489,0.04034334793686867,0,8
905,12489,0.05556509271264076,1,8
906,12489,0.0713304728269577,2,8
907,12489,0.08709584921598434,3,8
908,12489,0.10231759399175644,4,8
909,12489,0.11808297783136368,5,8
910,12489,0.13384835422039032,6,8
911,12489,0.14961373805999756,7,8
912,12491,0.04034334793686867,0,8
913,12491,0.05556509271264076,1,8
914,12491,0.0713304728269577,2,8
915,12491,0.08709584921598434,3,8
916,12491,0.10231759399175644,4,8
917,12491,0.11808297783136368,5,8
918,12491,0.13384835422039032,6,8
919,12491,0.14961373805999756,7,8
920,12492,0.04034334793686867,0,8
921,12492,0.05556509271264076,1,8
922,12492,0.0713304728269577,2,8
923,12492,0.08709584921598434,3,8
924,12492,0.10286123305559158,4,8
925,12492,0.11808297783136368,5,8
926,12492,0.13384835422039032,6,8
927,12492,0.14961373805999756,7,8
928,12494,0.04034334793686867,0,8
929,12494,0.05556509271264076,1,8
930,12494,0.0713304728269577,2,8
931,12494,0.08709584921598434,3,8
932,12494,0.10231759399175644,4,8
933,12494,0.11808297783136368,5,8
934,12494,0.13384835422039032,6,8
935,12494,0.14961373805999756,7,8
936,12500,0.04034334793686867,0,8
937,12500,0.05556509271264076,1,8
938,12500,0.0713304728269577,2,8
939,12500,0.08709584921598434,3,8
940,12500,0.10286123305559158,4,8
941,12500,0.11808297783136368,5,8
942,12500,0.13384835422039032,6,8
943,12500,0.14961373805999756,7,8
944,12503,0.04034334793686867,0,8
945,12503,0.05556509271264076,1,8
946,12503,0.07078684121370316,2,8
947,12503,0.08763948827981949,3,8
948,12503,0.10286123305559158,4,8
949,12503,0.11862660944461823,5,8
950,12503,0.13384835422039032,6,8
951,12503,0.14961373805999756,7,8
952,12511,0.04034334793686867,0,8
953,12511,0.05556509271264076,1,8
954,12511,0.0713304728269577,2,8
955,12511,0.08709584921598434,3,8
956,12511,0.10231759399175644,4,8
957,12511,0.11808297783136368,5,8
958,12511,0.13384835422039032,6,8
959,12511,0.14961373805999756,7,8
960,12513,0.04034334793686867,0,8
961,12513,0.05556509271264076,1,8
962,12513,0.0713304728269577,2,8
963,12513,0.08709584921598434,3,8
964,12513,0.10231759399175644,4,8
965,12513,0.11808297783136368,5,8
966,12513,0.13384835422039032,6,8
967,12513,0.14961373805999756,7,8
968,12514,0.04034334793686867,0,8
969,12514,0.053934190422296524,1,8
970,12514,0.06752503663301468,2,8
971,12514,0.08111587911844254,3,8
972,12514,0.09470672160387039,4,8
973,12514,0.10829757153987885,5,8
974,12514,0.1218884140253067,6,8
975,12514,0.13547925651073456,7,8
976,12516,0.04034334793686867,0,8
977,12516,0.05556509271264076,1,8
978,12516,0.0713304728269577,2,8
979,12516,0.08709584921598434,3,8
980,12516,0.10231759399175644,4,8
981,12516,0.11808297783136368,5,8
982,12516,0.13384835422039032,6,8
983,12516,0.14961373805999756,7,8
984,12519,0.04034334793686867,0,8
985,12519,0.05556509271264076,1,8
986,12519,0.07187410444021225,2,8
987,12519,0.08709584921598434,3,8
988,12519,0.10286123305559158,4,8
989,12519,0.11808297783136368,5,8
990,12519,0.13384835422039032,6,8
991,12519,0.14961373805999756,7,8
992,12522,0.04034334793686867,0,8
993,12522,0.05556509271264076,1,8
994,12522,0.07187410444021225,2,8
995,12522,0.08709584921598434,3,8
996,12522,0.10286123305559158,4,8
997,12522,0.11808297783136368,5,8
998,12522,0.13384835422039032,6,8
999,12522,0.14961373805999756,7,8
1000,12525,0.04034334793686867,0,8
1001,12525,0.05556509271264076,1,8
1002,12525,0.07187410444021225,2,8
1003,12525,0.08709584921598434,3,8
1004,12525,0.10286123305559158,4,8
1005,12525,0.11808297783136368,5,8
1006,12525,0.13384835422039032,6,8
1007,12525,0.14961373805999756,7,8
1008,12656,0.04034334793686867,0,8
1009,12656,0.05556509271264076,1,8
1010,12656,0.0713304728269577,2,8
1011,12656,0.08709584921598434,3,8
1012,12656,0.10231759399175644,4,8
1013,12656,0.11808297783136368,5,8
1014,12656,0.13384835422039032,6,8
1015,12656,0.14961373805999756,7,8
1016,12770,0.04034334793686867,0,8
1017,12770,0.05556509271264076,1,8
1018,12770,0.0713304728269577,2,8
1019,12770,0.08709584921598434,3,8
1020,12770,0.10231759399175644,4,8
1021,12770,0.11808297783136368,5,8
1022,12770,0.13384835422039032,6,8
1023,12770,0.14961373805999756,7,8
1024,12839,0.04034334793686867,0,8
1025,12839,0.05556509271264076,1,8
1026,12839,0.07187410444021225,2,8
1027,12839,0.08818311989307404,3,8
1028,12839,0.10340486466884613,4,8
1029,12839,0.11862660944461823,5,8
1030,12839,0.13384835422039032,6,8
1031,12839,0.14961373805999756,7,8
1032,12847,0.04034334793686867,0,8
1033,12847,0.05556509271264076,1,8
1034,12847,0.07024320214986801,2,8
1035,12847,0.08600858598947525,3,8
1036,12847,0.1006866917014122,4,8
1037,12847,0.11590844392776489,5,8
1038,12847,0.13058654963970184,6,8
1039,12847,0.1452646702528,7,8
1040,12855,0.04034334793686867,0,8
1041,12855,0.05556509271264076,1,8
1042,12855,0.0713304728269577,2,8
1043,12855,0.08709584921598434,3,8
1044,12855,0.10231759399175644,4,8
1045,12855,0.11808297783136368,5,8
1046,12855,0.13384835422039032,6,8
1047,12855,0.14961373805999756,7,8
1048,12857,0.04034334793686867,0,8
1049,12857,0.05556509271264076,1,8
1050,12857,0.0713304728269577,2,8
1051,12857,0.08709584921598434,3,8
1052,12857,0.10231759399175644,4,8
1053,12857,0.11808297783136368,5,8
1054,12857,0.13384835422039032,6,8
1055,12857,0.14961373805999756,7,8
1056,12866,0.04034334793686867,0,8
1057,12866,0.05610872805118561,1,8
1058,12866,0.07187410444021225,2,8
1059,12866,0.08763948827981949,3,8
1060,12866,0.10286123305559158,4,8
1061,12866,0.11862660944461823,5,8
1062,12866,0.13384835422039032,6,8
1063,12866,0.14961373805999756,7,8
1064,12867,0.04034334793686867,0,8
1065,12867,0.05610872805118561,1,8
1066,12867,0.0724177360534668,2,8
1067,12867,0.08763948827981949,3,8
1068,12867,0.10286123305559158,4,8
1069,12867,0.11808297783136368,5,8
1070,12867,0.13384835422039032,6,8
1071,12867,0.14961373805999756,7,8
1072,12871,0.04034334793686867,0,8
1073,12871,0.05502145737409592,1,8
1074,12871,0.06969957053661346,2,8
1075,12871,0.08437768369913101,3,8
1076,12871,0.0995994284749031,4,8
1077,12871,0.11427754163742065,5,8
1078,12871,0.1289556473493576,6,8
1079,12871,0.1441773921251297,7,8
1080,13116,0.04034334793686867,0,8
1081,13116,0.05610872805118561,1,8
1082,13116,0.0713304728269577,2,8
1083,13116,0.08709584921598434,3,8
1084,13116,0.10340486466884613,4,8
1085,13116,0.11862660944461823,5,8
1086,13116,0.13384835422039032,6,8
1087,13116,0.14961373805999756,7,8
1088,13130,0.04034334793686867,0,8
1089,13130,0.05447782576084137,1,8
1090,13130,0.06861229985952377,2,8
1091,13130,0.08274678140878677,3,8
1092,13130,0.09688125550746918,4,8
1093,13130,0.11101573705673218,5,8
1094,13130,0.12515021860599518,6,8
1095,13130,0.13928468525409698,7,8
1096,13131,0.04034334793686867,0,8
1097,13131,0.05610872805118561,1,8
1098,13131,0.07187410444021225,2,8
1099,13131,0.08709584921598434,3,8
1100,13131,0.10286123305559158,4,8
1101,13131,0.11808297783136368,5,8
1102,13131,0.13384835422039032,6,8
1103,13131,0.14961373805999756,7,8
1104,13132,0.04034334793686867,0,8
1105,13132,0.052303291857242584,1,8
1106,13132,0.06480686366558075,2,8
1107,13132,0.07731044292449951,3,8
1108,13132,0.08981402218341827,4,8
1109,13132,0.10231759399175644,5,8
1110,13132,0.11536480486392975,6,8
1111,13132,0.1278683841228485,7,8
1112,13133,0.04034334793686867,0,8
1113,13133,0.05502145737409592,1,8
1114,13133,0.07024320214986801,2,8
1115,13133,0.0854649469256401,3,8
1116,13133,0.1006866917014122,4,8
1117,13133,0.11590844392776489,5,8
1118,13133,0.131130188703537,6,8
1119,13133,0.14635193347930908,7,8
1120,13134,0.04034334793686867,0,8
1121,13134,0.05284692347049713,1,8
1122,13134,0.0653505027294159,2,8
1123,13134,0.07785407453775406,3,8
1124,13134,0.09090128540992737,4,8
1125,13134,0.10340486466884613,5,8
1126,13134,0.11590844392776489,6,8
1127,13134,0.12841202318668365,7,8
1128,13135,0.04034334793686867,0,8
1129,13135,0.053934190422296524,1,8
1130,13135,0.06752503663301468,2,8
1131,13135,0.08111587911844254,3,8
1132,13135,0.09470672160387039,4,8
1133,13135,0.10829757153987885,5,8
1134,13135,0.1218884140253067,6,8
1135,13135,0.13547925651073456,7,8
1136,13136,0.04034334793686867,0,8
1137,13136,0.05284692347049713,1,8
1138,13136,0.0653505027294159,2,8
1139,13136,0.07785407453775406,3,8
1140,13136,0.09035765379667282,4,8
1141,13136,0.10286123305559158,5,8
1142,13136,0.11536480486392975,6,8
1143,13136,0.1278683841228485,7,8
1144,13137,0.04034334793686867,0,8
1145,13137,0.052303291857242584,1,8
1146,13137,0.06480686366558075,2,8
1147,13137,0.07731044292449951,3,8
1148,13137,0.08981402218341827,4,8
1149,13137,0.10231759399175644,5,8
1150,13137,0.1148211732506752,6,8
1151,13137,0.12732474505901337,7,8
1152,13138,0.04034334793686867,0,8
1153,13138,0.04958512261509895,1,8
1154,13138,0.059370528906583786,2,8
1155,13138,0.06915593892335892,3,8
1156,13138,0.0783977136015892,4,8
1157,13138,0.08818311989307404,5,8
1158,13138,0.09796852618455887,6,8
1159,13138,0.1077539324760437,7,8
1160,13182,0.04034334793686867,0,8
1161,13182,0.05556509271264076,1,8
1162,13182,0.0713304728269577,2,8
1163,13182,0.08709584921598434,3,8
1164,13182,0.10231759399175644,4,8
1165,13182,0.11808297783136368,5,8
1166,13182,0.13384835422039032,6,8
1167,13182,0.14961373805999756,7,8
1168,13193,0.04034334793686867,0,8
1169,13193,0.05121602118015289,1,8
1170,13193,0.06263232976198196,2,8
1171,13193,0.07350500673055649,3,8
1172,13193,0.08492131531238556,4,8
1173,13193,0.09579399228096008,5,8
1174,13193,0.1066666692495346,6,8
1175,13193,0.12134477496147156,7,8
1176,13253,0.04034334793686867,0,8
1177,13253,0.05556509271264076,1,8
1178,13253,0.0713304728269577,2,8
1179,13253,0.08709584921598434,3,8
1180,13253,0.10231759399175644,4,8
1181,13253,0.11808297783136368,5,8
1182,13253,0.13384835422039032,6,8
1183,13253,0.14961373805999756,7,8
1184,13259,0.04034334793686867,0,8
1185,13259,0.05556509271264076,1,8
1186,13259,0.0713304728269577,2,8
1187,13259,0.08709584921598434,3,8
1188,13259,0.10231759399175644,4,8
1189,13259,0.11808297783136368,5,8
1190,13259,0.13384835422039032,6,8
1191,13259,0.14961373805999756,7,8
1192,13307,0.040886979550123215,0,8
1193,13307,0.06589413434267044,1,8
1194,13307,0.08437768369913101,2,8
1195,13307,0.09742489457130432,3,8
1196,13307,0.11101573705673218,4,8
1197,13307,0.12351931631565094,5,8
1198,13307,0.13656651973724365,6,8
1199,13307,0.14961373805999756,7,8
1200,13320,0.040886979550123215,0,8
1201,13320,0.05610872805118561,1,8
1202,13320,0.0713304728269577,2,8
1203,13320,0.08709584921598434,3,8
1204,13320,0.10231759399175644,4,8
1205,13320,0.11808297783136368,5,8
1206,13320,0.13384835422039032,6,8
1207,13320,0.14961373805999756,7,8
1208,13321,0.04034334793686867,0,8
1209,13321,0.05556509271264076,1,8
1210,13321,0.0713304728269577,2,8
1211,13321,0.08709584921598434,3,8
1212,13321,0.10231759399175644,4,8
1213,13321,0.11808297783136368,5,8
1214,13321,0.13384835422039032,6,8
1215,13321,0.14961373805999756,7,8
1216,13322,0.04034334793686867,0,8
1217,13322,0.05556509271264076,1,8
1218,13322,0.0713304728269577,2,8
1219,13322,0.08709584921598434,3,8
1220,13322,0.10286123305559158,4,8
1221,13322,0.11808297783136368,5,8
1222,13322,0.13384835422039032,6,8
1223,13322,0.14961373805999756,7,8
1224,13323,0.040886979550123215,0,8
1225,13323,0.05773962661623955,1,8
1226,13323,0.07296137511730194,2,8
1227,13323,0.08818311989307404,3,8
1228,13323,0.10340486466884613,4,8
1229,13323,0.11862660944461823,5,8
1230,13323,0.13439199328422546,6,8
1231,13323,0.14961373805999756,7,8
1232,13324,0.04034334793686867,0,8
1233,13324,0.05556509271264076,1,8
1234,13324,0.0713304728269577,2,8
1235,13324,0.08709584921598434,3,8
1236,13324,0.10231759399175644,4,8
1237,13324,0.11808297783136368,5,8
1238,13324,0.13384835422039032,6,8
1239,13324,0.14961373805999756,7,8
1240,13326,0.04034334793686867,0,8
1241,13326,0.05556509271264076,1,8
1242,13326,0.0713304728269577,2,8
1243,13326,0.08709584921598434,3,8
1244,13326,0.10286123305559158,4,8
1245,13326,0.11808297783136368,5,8
1246,13326,0.13384835422039032,6,8
1247,13326,0.14961373805999756,7,8
1248,13327,0.04034334793686867,0,8
1249,13327,0.052303291857242584,1,8
1250,13327,0.0642632320523262,2,8
1251,13327,0.07622317224740982,3,8
1252,13327,0.08818311989307404,4,8
1253,13327,0.10014306008815765,5,8
1254,13327,0.11210300773382187,6,8
1255,13327,0.12406294792890549,7,8
1256,13336,0.040886979550123215,0,8
1257,13336,0.06698140501976013,1,8
1258,13336,0.08057224750518799,2,8
1259,13336,0.09416308999061584,3,8
1260,13336,0.10829757153987885,4,8
1261,13336,0.1218884140253067,5,8
1262,13336,0.13547925651073456,6,8
1263,13336,0.14961373805999756,7,8
1264,13339,0.04034334793686867,0,8
1265,13339,0.05556509271264076,1,8
1266,13339,0.0713304728269577,2,8
1267,13339,0.08709584921598434,3,8
1268,13339,0.10231759399175644,4,8
1269,13339,0.11808297783136368,5,8
1270,13339,0.13384835422039032,6,8
1271,13339,0.14961373805999756,7,8
1272,13342,0.04034334793686867,0,8
1273,13342,0.05556509271264076,1,8
1274,13342,0.07187410444021225,2,8
1275,13342,0.08709584921598434,3,8
1276,13342,0.10286123305559158,4,8
1277,13342,0.11808297783136368,5,8
1278,13342,0.13384835422039032,6,8
1279,13342,0.14961373805999756,7,8
1280,13345,0.04034334793686867,0,8
1281,13345,0.05610872805118561,1,8
1282,13345,0.0713304728269577,2,8
1283,13345,0.08709584921598434,3,8
1284,13345,0.10231759399175644,4,8
1285,13345,0.11808297783136368,5,8
1286,13345,0.13330471515655518,6,8
1287,13345,0.14907009899616241,7,8
1288,13347,0.040886979550123215,0,8
1289,13347,0.06698140501976013,1,8
1290,13347,0.08329041302204132,2,8
1291,13347,0.09633762389421463,3,8
1292,13347,0.10992846637964249,4,8
1293,13347,0.1229756772518158,5,8
1294,13347,0.1360228955745697,6,8
1295,13347,0.14961373805999756,7,8
1296,13365,0.040886979550123215,0,8
1297,13365,0.05773962661623955,1,8
1298,13365,0.07350500673055649,2,8
1299,13365,0.08872675150632858,3,8
1300,13365,0.10394849628210068,4,8
1301,13365,0.11917024105787277,5,8
1302,13365,0.13439199328422546,6,8
1303,13365,0.14961373805999756,7,8
1304,13367,0.040886979550123215,0,8
1305,13367,0.06643776595592499,1,8
1306,13367,0.08220314979553223,2,8
1307,13367,0.09579399228096008,3,8
1308,13367,0.10884120315313339,4,8
1309,13367,0.12243204563856125,5,8
1310,13367,0.1360228955745697,6,8
1311,13367,0.14961373805999756,7,8
1312,13368,0.040886979550123215,0,8
1313,13368,0.059370528906583786,1,8
1314,13368,0.07459227740764618,2,8
1315,13368,0.08927038311958313,3,8
1316,13368,0.10449212789535522,4,8
1317,13368,0.11917024105787277,5,8
1318,13368,0.13439199328422546,6,8
1319,13368,0.14961373805999756,7,8
1320,13379,0.04034334793686867,0,8
1321,13379,0.05556509271264076,1,8
1322,13379,0.0713304728269577,2,8
1323,13379,0.08709584921598434,3,8
1324,13379,0.10231759399175644,4,8
1325,13379,0.11808297783136368,5,8
1326,13379,0.13384835422039032,6,8
1327,13379,0.14961373805999756,7,8
1328,13382,0.04034334793686867,0,8
1329,13382,0.05284692347049713,1,8
1330,13382,0.0653505027294159,2,8
1331,13382,0.0783977136015892,3,8
1332,13382,0.09090128540992737,4,8
1333,13382,0.10394849628210068,5,8
1334,13382,0.11645207554101944,6,8
1335,13382,0.1300429254770279,7,8
1336,13384,0.04034334793686867,0,8
1337,13384,0.05121602118015289,1,8
1338,13384,0.06208869814872742,2,8
1339,13384,0.07296137511730194,3,8
1340,13384,0.08383405208587646,4,8
1341,13384,0.09470672160387039,5,8
1342,13384,0.10557939857244492,6,8
1343,13384,0.11917024105787277,7,8
1344,13394,0.04034334793686867,0,8
1345,13394,0.05556509271264076,1,8
1346,13394,0.07187410444021225,2,8
1347,13394,0.08709584921598434,3,8
1348,13394,0.10286123305559158,4,8
1349,13394,0.11808297783136368,5,8
1350,13394,0.13384835422039032,6,8
1351,13394,0.14961373805999756,7,8
1352,13417,0.040886979550123215,0,8
1353,13417,0.06806866824626923,1,8
1354,13417,0.08165951073169708,2,8
1355,13417,0.09525036066770554,3,8
1356,13417,0.10884120315313339,4,8
1357,13417,0.12243204563856125,5,8
1358,13417,0.1360228955745697,6,8
1359,13417,0.14961373805999756,7,8
1360,13443,0.04034334793686867,0,8
1361,13443,0.05556509271264076,1,8
1362,13443,0.0713304728269577,2,8
1363,13443,0.08709584921598434,3,8
1364,13443,0.10231759399175644,4,8
1365,13443,0.11808297783136368,5,8
1366,13443,0.13384835422039032,6,8
1367,13443,0.14961373805999756,7,8
1368,13448,0.04034334793686867,0,8
1369,13448,0.05556509271264076,1,8
1370,13448,0.0713304728269577,2,8
1371,13448,0.08709584921598434,3,8
1372,13448,0.10286123305559158,4,8
1373,13448,0.11808297783136368,5,8
1374,13448,0.13384835422039032,6,8
1375,13448,0.14961373805999756,7,8
1376,13471,0.04034334793686867,0,8
1377,13471,0.05610872805118561,1,8
1378,13471,0.07187410444021225,2,8
1379,13471,0.08709584921598434,3,8
1380,13471,0.10286123305559158,4,8
1381,13471,0.11808297783136368,5,8
1382,13471,0.13384835422039032,6,8
1383,13471,0.14961373805999756,7,8
1384,13473,0.04034334793686867,0,8
1385,13473,0.05556509271264076,1,8
1386,13473,0.0713304728269577,2,8
1387,13473,0.08709584921598434,3,8
1388,13473,0.10231759399175644,4,8
1389,13473,0.11808297783136368,5,8
1390,13473,0.13384835422039032,6,8
1391,13473,0.14961373805999756,7,8
1392,13509,0.040886979550123215,0,8
1393,13509,0.06698140501976013,1,8
1394,13509,0.08111587911844254,2,8
1395,13509,0.09470672160387039,3,8
1396,13509,0.10829757153987885,4,8
1397,13509,0.1218884140253067,5,8
1398,13509,0.13547925651073456,6,8
1399,13509,0.14961373805999756,7,8
1400,13510,0.040886979550123215,0,8
1401,13510,0.06698140501976013,1,8
1402,13510,0.08274678140878677,2,8
1403,13510,0.09579399228096008,3,8
1404,13510,0.10938483476638794,4,8
1405,13510,0.12243204563856125,5,8
1406,13510,0.1360228955745697,6,8
1407,13510,0.14961373805999756,7,8
1408,13511,0.040886979550123215,0,8
1409,13511,0.06698140501976013,1,8
1410,13511,0.08274678140878677,2,8
1411,13511,0.09579399228096008,3,8
1412,13511,0.10938483476638794,4,8
1413,13511,0.12243204563856125,5,8
1414,13511,0.1360228955745697,6,8
1415,13511,0.14961373805999756,7,8
1416,13537,0.040886979550123215,0,8
1417,13537,0.06752503663301468,1,8
1418,13537,0.08111587911844254,2,8
1419,13537,0.09470672160387039,3,8
1420,13537,0.10829757153987885,4,8
1421,13537,0.1218884140253067,5,8
1422,13537,0.13547925651073456,6,8
1423,13537,0.14961373805999756,7,8
1424,13560,0.040886979550123215,0,8
1425,13560,0.06589413434267044,1,8
1426,13560,0.08437768369913101,2,8
1427,13560,0.09742489457130432,3,8
1428,13560,0.11047210544347763,4,8
1429,13560,0.12351931631565094,5,8
1430,13560,0.13656651973724365,6,8
1431,13560,0.14961373805999756,7,8
1432,13562,0.040886979550123215,0,8
1433,13562,0.06589413434267044,1,8
1434,13562,0.0794849768280983,2,8
1435,13562,0.09416308999061584,3,8
1436,13562,0.1077539324760437,4,8
1437,13562,0.1218884140253067,5,8
1438,13562,0.13547925651073456,6,8
1439,13562,0.14961373805999756,7,8
1440,13563,0.040886979550123215,0,8
1441,13563,0.061001431196928024,1,8
1442,13563,0.07567954063415527,2,8
1443,13563,0.09090128540992737,3,8
1444,13563,0.10503576695919037,4,8
1445,13563,0.12025751173496246,5,8
1446,13563,0.13493561744689941,6,8
1447,13563,0.14961373805999756,7,8
1448,13564,0.040886979550123215,0,8
1449,13564,0.06589413434267044,1,8
1450,13564,0.08002861589193344,2,8
1451,13564,0.0936194583773613,3,8
1452,13564,0.1077539324760437,4,8
1453,13564,0.12134477496147156,5,8
1454,13564,0.13547925651073456,6,8
1455,13564,0.14961373805999756,7,8
1456,13565,0.040886979550123215,0,8
1457,13565,0.06045779585838318,1,8
1458,13565,0.07513590902090073,2,8
1459,13565,0.08981402218341827,3,8
1460,13565,0.10503576695919037,4,8
1461,13565,0.11971388012170792,5,8
1462,13565,0.13439199328422546,6,8
1463,13565,0.14961373805999756,7,8
1464,13566,0.040886979550123215,0,8
1465,13566,0.06480686366558075,1,8
1466,13566,0.08818311989307404,2,8
1467,13566,0.1006866917014122,3,8
1468,13566,0.11264663934707642,4,8
1469,13566,0.12515021860599518,5,8
1470,13566,0.1371101588010788,6,8
1471,13566,0.14961373805999756,7,8
1472,13567,0.040886979550123215,0,8
1473,13567,0.06698140501976013,1,8
1474,13567,0.08274678140878677,2,8
1475,13567,0.09633762389421463,3,8
1476,13567,0.10938483476638794,4,8
1477,13567,0.1229756772518158,5,8
1478,13567,0.1360228955745697,6,8
1479,13567,0.14961373805999756,7,8
1480,13570,0.040886979550123215,0,8
1481,13570,0.06045779585838318,1,8
1482,13570,0.07513590902090073,2,8
1483,13570,0.08981402218341827,3,8
1484,13570,0.10394849628210068,4,8
1485,13570,0.11917024105787277,5,8
1486,13570,0.13439199328422546,6,8
1487,13570,0.14961373805999756,7,8
1488,13584,0.040886979550123215,0,8
1489,13584,0.06698140501976013,1,8
1490,13584,0.08057224750518799,2,8
1491,13584,0.09416308999061584,3,8
1492,13584,0.10829757153987885,4,8
1493,13584,0.1218884140253067,5,8
1494,13584,0.13547925651073456,6,8
1495,13584,0.14961373805999756,7,8
1496,13585,0.040886979550123215,0,8
1497,13585,0.06480686366558075,1,8
1498,13585,0.07894134521484375,2,8
1499,13585,0.09307581931352615,3,8
1500,13585,0.10721030086278915,4,8
1501,13585,0.12134477496147156,5,8
1502,13585,0.13547925651073456,6,8
1503,13585,0.14961373805999756,7,8
1504,13586,0.040886979550123215,0,8
1505,13586,0.06045779585838318,1,8
1506,13586,0.07513590902090073,2,8
1507,13586,0.08981402218341827,3,8
1508,13586,0.10449212789535522,4,8
1509,13586,0.11917024105787277,5,8
1510,13586,0.13384835422039032,6,8
